embedding_row	clean_id	original_id	split	label	cluster_id	sequence_length	completed	number_of_windows
342	seq_4fb3aeeeae46d2ebbf6d4d9c2b31121f3e421e697cc8dccc7f5fb471a4bcc8e5	seq_4fb3aeeeae46d2ebbf6d4d9c2b31121f3e421e697cc8dccc7f5fb471a4bcc8e5	existing_challenge	0	seq_4fb3aeeeae46d2ebbf6d4d9c2b31121f3e421e697cc8dccc7f5fb471a4bcc8e5	664	1	1
343	seq_0b2a8946d3003eb073d8f0f1e241ef0ec2e1fb86fbad0acc1b60f17be2bc7bcd	seq_0b2a8946d3003eb073d8f0f1e241ef0ec2e1fb86fbad0acc1b60f17be2bc7bcd	existing_challenge	0	seq_0b2a8946d3003eb073d8f0f1e241ef0ec2e1fb86fbad0acc1b60f17be2bc7bcd	545	1	1
344	seq_7c2f890701585aac1cbb5664dcf13be1645355c748ef5fe655109ec7817685e4	seq_7c2f890701585aac1cbb5664dcf13be1645355c748ef5fe655109ec7817685e4	existing_challenge	0	seq_7c2f890701585aac1cbb5664dcf13be1645355c748ef5fe655109ec7817685e4	429	1	1
345	seq_1e5f0d9ec40e6b491fd15571d78393f9facd4cac6767091cb395825ced9a248f	seq_1e5f0d9ec40e6b491fd15571d78393f9facd4cac6767091cb395825ced9a248f	existing_challenge	0	seq_1e5f0d9ec40e6b491fd15571d78393f9facd4cac6767091cb395825ced9a248f	443	1	1
346	seq_e7c00c9b5904797a4a37bf7037f58f20b34bd8942c198008df0910f68e907a8c	seq_e7c00c9b5904797a4a37bf7037f58f20b34bd8942c198008df0910f68e907a8c	existing_challenge	0	seq_e7c00c9b5904797a4a37bf7037f58f20b34bd8942c198008df0910f68e907a8c	340	1	1
347	seq_19270e841ba32a1a35b9fee97bda81878dd93603b63e7496a4654d9309c5840a	seq_19270e841ba32a1a35b9fee97bda81878dd93603b63e7496a4654d9309c5840a	existing_challenge	0	seq_19270e841ba32a1a35b9fee97bda81878dd93603b63e7496a4654d9309c5840a	255	1	1
348	seq_b19d192de56bdbd7e951d9b767cd5ae9807b3711c390ebd245bfde7511b9f95d	seq_b19d192de56bdbd7e951d9b767cd5ae9807b3711c390ebd245bfde7511b9f95d	existing_challenge	0	seq_b19d192de56bdbd7e951d9b767cd5ae9807b3711c390ebd245bfde7511b9f95d	121	1	1
349	seq_9f4dbca669b9c36cddb56701db779dc22e83da46e73cc1483af2a3b393443cd8	seq_9f4dbca669b9c36cddb56701db779dc22e83da46e73cc1483af2a3b393443cd8	existing_challenge	0	seq_9f4dbca669b9c36cddb56701db779dc22e83da46e73cc1483af2a3b393443cd8	385	1	1
350	seq_f1e0c3112a492045b23d1e0cb70955b041cd9d40c6ea8d9d1a70f01f1ef3df0f	seq_f1e0c3112a492045b23d1e0cb70955b041cd9d40c6ea8d9d1a70f01f1ef3df0f	existing_challenge	0	seq_f1e0c3112a492045b23d1e0cb70955b041cd9d40c6ea8d9d1a70f01f1ef3df0f	195	1	1
351	seq_9d05352fb3e78fca525c04bc98f234013a1fd031460b126bf83812094044dbc4	seq_9d05352fb3e78fca525c04bc98f234013a1fd031460b126bf83812094044dbc4	existing_challenge	0	seq_9d05352fb3e78fca525c04bc98f234013a1fd031460b126bf83812094044dbc4	162	1	1
352	seq_0d9e1ab18f0951d0fff0f009290f19083d33c8fd182e8a8d0447b1b96c995bc7	seq_0d9e1ab18f0951d0fff0f009290f19083d33c8fd182e8a8d0447b1b96c995bc7	existing_challenge	0	seq_0d9e1ab18f0951d0fff0f009290f19083d33c8fd182e8a8d0447b1b96c995bc7	66	1	1
353	seq_b99882f12c594787794c195601ce3b501d24049c2006243522563bad99117889	seq_b99882f12c594787794c195601ce3b501d24049c2006243522563bad99117889	existing_challenge	0	seq_b99882f12c594787794c195601ce3b501d24049c2006243522563bad99117889	174	1	1
354	seq_eb92031eae5504aae2299eb6f9a6095043d6bb51209c3c384be80cad14360773	seq_eb92031eae5504aae2299eb6f9a6095043d6bb51209c3c384be80cad14360773	existing_challenge	0	seq_eb92031eae5504aae2299eb6f9a6095043d6bb51209c3c384be80cad14360773	257	1	1
355	seq_8608e6f25736904ef4fb47c63aa27589041ed29adbcbc6188e7fef2a856ae571	seq_8608e6f25736904ef4fb47c63aa27589041ed29adbcbc6188e7fef2a856ae571	existing_challenge	0	seq_8608e6f25736904ef4fb47c63aa27589041ed29adbcbc6188e7fef2a856ae571	916	1	1
356	seq_9f8166b952f79b184ba72b76abc5e9fdc8140538c1a6015dd4fb82f08dc4c917	seq_9f8166b952f79b184ba72b76abc5e9fdc8140538c1a6015dd4fb82f08dc4c917	existing_challenge	0	seq_9f8166b952f79b184ba72b76abc5e9fdc8140538c1a6015dd4fb82f08dc4c917	168	1	1
357	seq_c8be9fe9212010b7966b9c2eed609019da28f82206b3ce5da53faf7d280265d8	seq_c8be9fe9212010b7966b9c2eed609019da28f82206b3ce5da53faf7d280265d8	existing_challenge	0	seq_c8be9fe9212010b7966b9c2eed609019da28f82206b3ce5da53faf7d280265d8	133	1	1
358	seq_ad8372ef63b119cb6a64f4e38f4a8021b9899cf180bc73e231926a49ef3e1a8b	seq_ad8372ef63b119cb6a64f4e38f4a8021b9899cf180bc73e231926a49ef3e1a8b	existing_challenge	0	seq_ad8372ef63b119cb6a64f4e38f4a8021b9899cf180bc73e231926a49ef3e1a8b	389	1	1
359	seq_829fe4f49e6ccb60cb034ad21fdf39f0b179a7b2bedb5821b2fc347d9a038604	seq_829fe4f49e6ccb60cb034ad21fdf39f0b179a7b2bedb5821b2fc347d9a038604	existing_challenge	0	seq_829fe4f49e6ccb60cb034ad21fdf39f0b179a7b2bedb5821b2fc347d9a038604	228	1	1
360	seq_22387ba341b1d455c59f435b8fff0906afcf0b8ecc289c7a0b625b36deee871d	seq_22387ba341b1d455c59f435b8fff0906afcf0b8ecc289c7a0b625b36deee871d	existing_challenge	0	seq_22387ba341b1d455c59f435b8fff0906afcf0b8ecc289c7a0b625b36deee871d	217	1	1
361	seq_832288c7f7876cec738592715ba7a2dc4bf1b7ba382c16a6a8f936528da2de6c	seq_832288c7f7876cec738592715ba7a2dc4bf1b7ba382c16a6a8f936528da2de6c	existing_challenge	0	seq_832288c7f7876cec738592715ba7a2dc4bf1b7ba382c16a6a8f936528da2de6c	302	1	1
362	seq_ba1cedc680c5f3bc097ec145baa4dc9e3af3d52af18953646b84c481db446ae2	seq_ba1cedc680c5f3bc097ec145baa4dc9e3af3d52af18953646b84c481db446ae2	existing_challenge	0	seq_ba1cedc680c5f3bc097ec145baa4dc9e3af3d52af18953646b84c481db446ae2	181	1	1
363	seq_97264c939accec3e761a3d36af5d19c14db42aa7dc03c1c4eba403162291b705	seq_97264c939accec3e761a3d36af5d19c14db42aa7dc03c1c4eba403162291b705	existing_challenge	0	seq_97264c939accec3e761a3d36af5d19c14db42aa7dc03c1c4eba403162291b705	816	1	1
364	seq_d9ada62387b2d7e0cf45cfc0f48f257b1ce9d4c46d2d1d2dd638e70eb1080445	seq_d9ada62387b2d7e0cf45cfc0f48f257b1ce9d4c46d2d1d2dd638e70eb1080445	existing_challenge	0	seq_d9ada62387b2d7e0cf45cfc0f48f257b1ce9d4c46d2d1d2dd638e70eb1080445	70	1	1
365	seq_b4037910853798fa9256c6f8676823d4537d9853ec09836e3498d35b8dbb7d6a	seq_b4037910853798fa9256c6f8676823d4537d9853ec09836e3498d35b8dbb7d6a	existing_challenge	0	seq_b4037910853798fa9256c6f8676823d4537d9853ec09836e3498d35b8dbb7d6a	425	1	1
366	seq_59b6a8843208c0f3258011a34d1ca3397031a3c66209a4b0e31e6f9018f02764	seq_59b6a8843208c0f3258011a34d1ca3397031a3c66209a4b0e31e6f9018f02764	existing_challenge	0	seq_59b6a8843208c0f3258011a34d1ca3397031a3c66209a4b0e31e6f9018f02764	210	1	1
367	seq_0b12d55b85a272ee213a9cd60b673dfca1ca0dffc315f6254f7968ddde3134a8	seq_0b12d55b85a272ee213a9cd60b673dfca1ca0dffc315f6254f7968ddde3134a8	existing_challenge	0	seq_0b12d55b85a272ee213a9cd60b673dfca1ca0dffc315f6254f7968ddde3134a8	412	1	1
368	seq_1c59cda6c63be68cee3ac8efd6e582a425c3da1ffe27125edb80750c3c93c8d4	seq_1c59cda6c63be68cee3ac8efd6e582a425c3da1ffe27125edb80750c3c93c8d4	existing_challenge	0	seq_1c59cda6c63be68cee3ac8efd6e582a425c3da1ffe27125edb80750c3c93c8d4	60	1	1
369	seq_262122b9fb870e8c1f36a998b4df61b40c45eafaa8af1b6d484f6a3e56d44a1d	seq_262122b9fb870e8c1f36a998b4df61b40c45eafaa8af1b6d484f6a3e56d44a1d	existing_challenge	0	seq_262122b9fb870e8c1f36a998b4df61b40c45eafaa8af1b6d484f6a3e56d44a1d	248	1	1
370	seq_d875c89b54913a44a6160d775d84dce5830e88f32b4b74552b03cde2e56ac610	seq_d875c89b54913a44a6160d775d84dce5830e88f32b4b74552b03cde2e56ac610	existing_challenge	0	seq_d875c89b54913a44a6160d775d84dce5830e88f32b4b74552b03cde2e56ac610	139	1	1
371	seq_0d4503c966d87595b3c81f34c6ab8ce63607ec5a81efa6438870e10073a7b1b6	seq_0d4503c966d87595b3c81f34c6ab8ce63607ec5a81efa6438870e10073a7b1b6	existing_challenge	0	seq_0d4503c966d87595b3c81f34c6ab8ce63607ec5a81efa6438870e10073a7b1b6	107	1	1
372	seq_654811f60acd2791b27f36dcf84cd7f109a2a74a86367001840bc4afc404b0db	seq_654811f60acd2791b27f36dcf84cd7f109a2a74a86367001840bc4afc404b0db	existing_challenge	0	seq_654811f60acd2791b27f36dcf84cd7f109a2a74a86367001840bc4afc404b0db	319	1	1
373	seq_5bf08f91f9052c51c0db06e2f7698dca506fdbefb5dade683a8e93b4eab20c0a	seq_5bf08f91f9052c51c0db06e2f7698dca506fdbefb5dade683a8e93b4eab20c0a	existing_challenge	0	seq_5bf08f91f9052c51c0db06e2f7698dca506fdbefb5dade683a8e93b4eab20c0a	139	1	1
374	seq_db72cde90abd985bddf95b4939245bf5ecf171394ca91444842846067b68d093	seq_db72cde90abd985bddf95b4939245bf5ecf171394ca91444842846067b68d093	existing_challenge	0	seq_db72cde90abd985bddf95b4939245bf5ecf171394ca91444842846067b68d093	408	1	1
375	seq_7e239dd2cbacc22eda156f6bc73a85905b2dbfe8a0de62984a01e586da7ffb88	seq_7e239dd2cbacc22eda156f6bc73a85905b2dbfe8a0de62984a01e586da7ffb88	existing_challenge	0	seq_7e239dd2cbacc22eda156f6bc73a85905b2dbfe8a0de62984a01e586da7ffb88	88	1	1
376	seq_2694b77b744855f3ebeb9c4d4f4166785007977aff4286d36187c216ff1fceeb	seq_2694b77b744855f3ebeb9c4d4f4166785007977aff4286d36187c216ff1fceeb	existing_challenge	0	seq_2694b77b744855f3ebeb9c4d4f4166785007977aff4286d36187c216ff1fceeb	408	1	1
377	seq_5a032bc24d3c12efafd89a6097fd602871a6166ee63cd556239084eccac6e4d1	seq_5a032bc24d3c12efafd89a6097fd602871a6166ee63cd556239084eccac6e4d1	existing_challenge	0	seq_5a032bc24d3c12efafd89a6097fd602871a6166ee63cd556239084eccac6e4d1	327	1	1
378	seq_b1ad997a3aad0d5ce5e1026f3454234a78835670496faea649334c314a35ae13	seq_b1ad997a3aad0d5ce5e1026f3454234a78835670496faea649334c314a35ae13	existing_challenge	0	seq_b1ad997a3aad0d5ce5e1026f3454234a78835670496faea649334c314a35ae13	195	1	1
379	seq_9bd2fd16462c183dc51af49503cfc4b78d86e02b0469248205fe5ef7c64ee20f	seq_9bd2fd16462c183dc51af49503cfc4b78d86e02b0469248205fe5ef7c64ee20f	existing_challenge	0	seq_9bd2fd16462c183dc51af49503cfc4b78d86e02b0469248205fe5ef7c64ee20f	304	1	1
380	seq_10639a27bf909b0fbbab1965d50bda1339a7994af06a5cf1844cdfa90126c1a0	seq_10639a27bf909b0fbbab1965d50bda1339a7994af06a5cf1844cdfa90126c1a0	existing_challenge	0	seq_10639a27bf909b0fbbab1965d50bda1339a7994af06a5cf1844cdfa90126c1a0	190	1	1
381	seq_e54165418d819f2abf2ab0b2f257187d901d930a81b29b7502405bef10512811	seq_e54165418d819f2abf2ab0b2f257187d901d930a81b29b7502405bef10512811	existing_challenge	0	seq_e54165418d819f2abf2ab0b2f257187d901d930a81b29b7502405bef10512811	701	1	1
382	seq_f96c1eeaf197b0c28f294f84e426bda7a59e63e857e78c9d70b426c19d5f2200	seq_f96c1eeaf197b0c28f294f84e426bda7a59e63e857e78c9d70b426c19d5f2200	existing_challenge	0	seq_f96c1eeaf197b0c28f294f84e426bda7a59e63e857e78c9d70b426c19d5f2200	890	1	1
383	seq_be7eae59e102257828c1fdf2b0d6a19910fd24e54c4826a9ec4be9ddfba2319d	seq_be7eae59e102257828c1fdf2b0d6a19910fd24e54c4826a9ec4be9ddfba2319d	existing_challenge	0	seq_be7eae59e102257828c1fdf2b0d6a19910fd24e54c4826a9ec4be9ddfba2319d	96	1	1
384	seq_fa47f8f8e013dbe6516c3c6a6667a8eac2d304ac6cc1078f5b0e10ca54790cff	seq_fa47f8f8e013dbe6516c3c6a6667a8eac2d304ac6cc1078f5b0e10ca54790cff	existing_challenge	0	seq_fa47f8f8e013dbe6516c3c6a6667a8eac2d304ac6cc1078f5b0e10ca54790cff	299	1	1
385	seq_df64d5d97caae9c5d04274951ec31fc11bb023d1900e2a1cf4521b62deb33999	seq_df64d5d97caae9c5d04274951ec31fc11bb023d1900e2a1cf4521b62deb33999	existing_challenge	0	seq_df64d5d97caae9c5d04274951ec31fc11bb023d1900e2a1cf4521b62deb33999	514	1	1
386	seq_d1220270c50d6dc7e9d57450bf37ef32b1d27b9dee2793655c910660cdc1869a	seq_d1220270c50d6dc7e9d57450bf37ef32b1d27b9dee2793655c910660cdc1869a	existing_challenge	0	seq_d1220270c50d6dc7e9d57450bf37ef32b1d27b9dee2793655c910660cdc1869a	373	1	1
387	seq_12a028265374d50372ca7483275850a5665a95b54263c9945f48041c1eb44871	seq_12a028265374d50372ca7483275850a5665a95b54263c9945f48041c1eb44871	existing_challenge	0	seq_12a028265374d50372ca7483275850a5665a95b54263c9945f48041c1eb44871	270	1	1
388	seq_c5d3f99c9cbd5df4b68242b897e8e0d50950f9f2887171cc5e8347da908df757	seq_c5d3f99c9cbd5df4b68242b897e8e0d50950f9f2887171cc5e8347da908df757	existing_challenge	0	seq_c5d3f99c9cbd5df4b68242b897e8e0d50950f9f2887171cc5e8347da908df757	57	1	1
389	seq_d7a32f6e932b04670c4346a1b27ebfe6fd563e33383d4707a2651039fef47c9d	seq_d7a32f6e932b04670c4346a1b27ebfe6fd563e33383d4707a2651039fef47c9d	existing_challenge	0	seq_d7a32f6e932b04670c4346a1b27ebfe6fd563e33383d4707a2651039fef47c9d	274	1	1
390	seq_191c5c8ce637b0fe7b6f6e2456fc944ce97e82d92c89574654dfbee942f4b601	seq_191c5c8ce637b0fe7b6f6e2456fc944ce97e82d92c89574654dfbee942f4b601	existing_challenge	0	seq_191c5c8ce637b0fe7b6f6e2456fc944ce97e82d92c89574654dfbee942f4b601	283	1	1
391	seq_d292ee1c29775d854db49ae5f028697c9c51cd180ef403eae7c08743b8fb158a	seq_d292ee1c29775d854db49ae5f028697c9c51cd180ef403eae7c08743b8fb158a	existing_challenge	0	seq_d292ee1c29775d854db49ae5f028697c9c51cd180ef403eae7c08743b8fb158a	98	1	1
392	seq_0b2b7c9f4625a8cffb94c5ec417204236eb2694828dc27655747fcac1579d78c	seq_0b2b7c9f4625a8cffb94c5ec417204236eb2694828dc27655747fcac1579d78c	existing_challenge	0	seq_0b2b7c9f4625a8cffb94c5ec417204236eb2694828dc27655747fcac1579d78c	615	1	1
393	seq_57ca0805551f0c21e1f8befc53882c18152fcce2aec3e3aa4d01d7156fba4804	seq_57ca0805551f0c21e1f8befc53882c18152fcce2aec3e3aa4d01d7156fba4804	existing_challenge	0	seq_57ca0805551f0c21e1f8befc53882c18152fcce2aec3e3aa4d01d7156fba4804	250	1	1
394	seq_ce1ed21457e581dd72b5c3738ee387f16668cc465a7e7248e3b942d014f0b609	seq_ce1ed21457e581dd72b5c3738ee387f16668cc465a7e7248e3b942d014f0b609	existing_challenge	0	seq_ce1ed21457e581dd72b5c3738ee387f16668cc465a7e7248e3b942d014f0b609	721	1	1
395	seq_fd2e1612abc1124a2ef12d55a4d49270b3c2a1ca23a4e70581a7c09bde6a8da5	seq_fd2e1612abc1124a2ef12d55a4d49270b3c2a1ca23a4e70581a7c09bde6a8da5	existing_challenge	0	seq_fd2e1612abc1124a2ef12d55a4d49270b3c2a1ca23a4e70581a7c09bde6a8da5	187	1	1
396	seq_1beef82df97f51c2f472d4d11b8f67534348da1022b1aa65dd274a300f74521f	seq_1beef82df97f51c2f472d4d11b8f67534348da1022b1aa65dd274a300f74521f	existing_challenge	0	seq_1beef82df97f51c2f472d4d11b8f67534348da1022b1aa65dd274a300f74521f	147	1	1
397	seq_ac8f0e4ee36db3807ac83886b0376007cf3653596308352d185fd8547c9b20b7	seq_ac8f0e4ee36db3807ac83886b0376007cf3653596308352d185fd8547c9b20b7	existing_challenge	0	seq_ac8f0e4ee36db3807ac83886b0376007cf3653596308352d185fd8547c9b20b7	118	1	1
398	seq_71c62ce50850f7e60aaeb7d1c255e1f57ddb8272c52ecdc8bf0199f1c4dbc2ba	seq_71c62ce50850f7e60aaeb7d1c255e1f57ddb8272c52ecdc8bf0199f1c4dbc2ba	existing_challenge	0	seq_71c62ce50850f7e60aaeb7d1c255e1f57ddb8272c52ecdc8bf0199f1c4dbc2ba	154	1	1
399	seq_35288e53ddc0efc819bd85734e1320d3e8790675fc815923d38fb9a5b3828130	seq_35288e53ddc0efc819bd85734e1320d3e8790675fc815923d38fb9a5b3828130	existing_challenge	0	seq_35288e53ddc0efc819bd85734e1320d3e8790675fc815923d38fb9a5b3828130	173	1	1
400	seq_9892f8be0b9cc0d3f931a68e0d30ce8d0503b9e3be54fbffd92db8a94714c638	seq_9892f8be0b9cc0d3f931a68e0d30ce8d0503b9e3be54fbffd92db8a94714c638	existing_challenge	0	seq_9892f8be0b9cc0d3f931a68e0d30ce8d0503b9e3be54fbffd92db8a94714c638	347	1	1
401	seq_132fa7503e34f2e6b52c9cd618de175df2680bc43bf0625533ab110e40dfa9f6	seq_132fa7503e34f2e6b52c9cd618de175df2680bc43bf0625533ab110e40dfa9f6	existing_challenge	0	seq_132fa7503e34f2e6b52c9cd618de175df2680bc43bf0625533ab110e40dfa9f6	149	1	1
402	seq_b1c658527e28b085329fc8c1ffb0ca6d44c15968970e2308f361a7697b9cb61f	seq_b1c658527e28b085329fc8c1ffb0ca6d44c15968970e2308f361a7697b9cb61f	existing_challenge	0	seq_b1c658527e28b085329fc8c1ffb0ca6d44c15968970e2308f361a7697b9cb61f	221	1	1
403	seq_58d47bce416df9619a77d673b88256850e2d8b94c288b0399c15e51b1759c379	seq_58d47bce416df9619a77d673b88256850e2d8b94c288b0399c15e51b1759c379	existing_challenge	0	seq_58d47bce416df9619a77d673b88256850e2d8b94c288b0399c15e51b1759c379	114	1	1
404	seq_f88f6ed3d4c44bdddab8c605cc8813a642db47ee31e2a56b17102e46b6188381	seq_f88f6ed3d4c44bdddab8c605cc8813a642db47ee31e2a56b17102e46b6188381	existing_challenge	0	seq_f88f6ed3d4c44bdddab8c605cc8813a642db47ee31e2a56b17102e46b6188381	342	1	1
405	seq_d30d587bf4eb37d1dcd7ac158fbcf3f3d4af4ae385f0930f17eac5dbc97e99fa	seq_d30d587bf4eb37d1dcd7ac158fbcf3f3d4af4ae385f0930f17eac5dbc97e99fa	existing_challenge	0	seq_d30d587bf4eb37d1dcd7ac158fbcf3f3d4af4ae385f0930f17eac5dbc97e99fa	449	1	1
406	seq_b90d073afecac891c5281c8c7bff02e2290b4b1e0f22a59aeff80aff92decb8a	seq_b90d073afecac891c5281c8c7bff02e2290b4b1e0f22a59aeff80aff92decb8a	existing_challenge	0	seq_b90d073afecac891c5281c8c7bff02e2290b4b1e0f22a59aeff80aff92decb8a	282	1	1
407	seq_e6b21bc11c4e424ece655c2b945017c600838bf7d0badeef25450b05b8153919	seq_e6b21bc11c4e424ece655c2b945017c600838bf7d0badeef25450b05b8153919	existing_challenge	0	seq_e6b21bc11c4e424ece655c2b945017c600838bf7d0badeef25450b05b8153919	188	1	1
408	seq_994e6cf6a28138a31b058ebc584953d0b92f9cd3eca21f88088a5a46797a246c	seq_994e6cf6a28138a31b058ebc584953d0b92f9cd3eca21f88088a5a46797a246c	existing_challenge	0	seq_994e6cf6a28138a31b058ebc584953d0b92f9cd3eca21f88088a5a46797a246c	358	1	1
409	seq_9682d8415e60a778e4cccb1c5761edac3c07fab440a92d08b27dc3fd62146dd4	seq_9682d8415e60a778e4cccb1c5761edac3c07fab440a92d08b27dc3fd62146dd4	existing_challenge	0	seq_9682d8415e60a778e4cccb1c5761edac3c07fab440a92d08b27dc3fd62146dd4	1342	1	1
410	seq_99ce7ec22fec5f5ff065a62428d5fb46e07652fb279219535d519cb3b9e5797d	seq_99ce7ec22fec5f5ff065a62428d5fb46e07652fb279219535d519cb3b9e5797d	existing_challenge	0	seq_99ce7ec22fec5f5ff065a62428d5fb46e07652fb279219535d519cb3b9e5797d	439	1	1
411	seq_5f07d620b143ac4b2bf19dd6012b11e1d4e76c52cff8d528f90a69d1bd0f0483	seq_5f07d620b143ac4b2bf19dd6012b11e1d4e76c52cff8d528f90a69d1bd0f0483	existing_challenge	0	seq_5f07d620b143ac4b2bf19dd6012b11e1d4e76c52cff8d528f90a69d1bd0f0483	450	1	1
412	seq_e98c4f4514a4080d0fec33d6b05f2f906cece2d46fed207912def38470b5544d	seq_e98c4f4514a4080d0fec33d6b05f2f906cece2d46fed207912def38470b5544d	existing_challenge	0	seq_e98c4f4514a4080d0fec33d6b05f2f906cece2d46fed207912def38470b5544d	280	1	1
413	seq_98b38326d78ff22608ebd8fd7251de5af874ec27705781ecd3c05f45bb0c93d5	seq_98b38326d78ff22608ebd8fd7251de5af874ec27705781ecd3c05f45bb0c93d5	existing_challenge	0	seq_98b38326d78ff22608ebd8fd7251de5af874ec27705781ecd3c05f45bb0c93d5	272	1	1
414	seq_848b4bec35d54caa727321157b626787629748a64eb090127e3d4a863254d4c8	seq_848b4bec35d54caa727321157b626787629748a64eb090127e3d4a863254d4c8	existing_challenge	0	seq_848b4bec35d54caa727321157b626787629748a64eb090127e3d4a863254d4c8	168	1	1
415	seq_a46b3f6e1b8155f9e8a68e35511383fc8f99c6e08c298d09a91e4a4b74ecb9d8	seq_a46b3f6e1b8155f9e8a68e35511383fc8f99c6e08c298d09a91e4a4b74ecb9d8	existing_challenge	0	seq_a46b3f6e1b8155f9e8a68e35511383fc8f99c6e08c298d09a91e4a4b74ecb9d8	96	1	1
416	seq_980435533ee27b672da86304c43fc96fd2d82586f8aa431d1425d2ed87862d69	seq_980435533ee27b672da86304c43fc96fd2d82586f8aa431d1425d2ed87862d69	existing_challenge	0	seq_980435533ee27b672da86304c43fc96fd2d82586f8aa431d1425d2ed87862d69	251	1	1
417	seq_c22dc9a02652766c1192cca65cd407beab2de51757bec66a1c403f6224c0d305	seq_c22dc9a02652766c1192cca65cd407beab2de51757bec66a1c403f6224c0d305	existing_challenge	0	seq_c22dc9a02652766c1192cca65cd407beab2de51757bec66a1c403f6224c0d305	1124	1	1
418	seq_0826ef290c4fc2b9482353f0cde0f2037e752cf448f30760ddd70a2321254ab6	seq_0826ef290c4fc2b9482353f0cde0f2037e752cf448f30760ddd70a2321254ab6	existing_challenge	0	seq_0826ef290c4fc2b9482353f0cde0f2037e752cf448f30760ddd70a2321254ab6	799	1	1
419	seq_29555905eab8f57539a01da979547533328c387c650b59e81151e6ccb77bb509	seq_29555905eab8f57539a01da979547533328c387c650b59e81151e6ccb77bb509	existing_challenge	0	seq_29555905eab8f57539a01da979547533328c387c650b59e81151e6ccb77bb509	295	1	1
420	seq_c4ef778579617d4375913a75f31e9f735a1839de91caa7c28345e12f166d79ac	seq_c4ef778579617d4375913a75f31e9f735a1839de91caa7c28345e12f166d79ac	existing_challenge	0	seq_c4ef778579617d4375913a75f31e9f735a1839de91caa7c28345e12f166d79ac	426	1	1
421	seq_c6d7055746d6bea3ad1e467133dfdf4bb88eb4eeb856959328f82aca659c0914	seq_c6d7055746d6bea3ad1e467133dfdf4bb88eb4eeb856959328f82aca659c0914	existing_challenge	0	seq_c6d7055746d6bea3ad1e467133dfdf4bb88eb4eeb856959328f82aca659c0914	373	1	1
422	seq_8e06a4b714d76743aac6c1a407bdb3bc4268e9a64b4ffaf31c5d1ff2fb6e7da4	seq_8e06a4b714d76743aac6c1a407bdb3bc4268e9a64b4ffaf31c5d1ff2fb6e7da4	existing_challenge	0	seq_8e06a4b714d76743aac6c1a407bdb3bc4268e9a64b4ffaf31c5d1ff2fb6e7da4	84	1	1
423	seq_f945cf9203e02ac3e4927b533d473792132baa7b9cec93aed5be7c02c33f248f	seq_f945cf9203e02ac3e4927b533d473792132baa7b9cec93aed5be7c02c33f248f	existing_challenge	0	seq_f945cf9203e02ac3e4927b533d473792132baa7b9cec93aed5be7c02c33f248f	79	1	1
424	seq_31760a209c34df69254c0544cab0f332c45deba834751aa2155e70d85c748ee1	seq_31760a209c34df69254c0544cab0f332c45deba834751aa2155e70d85c748ee1	existing_challenge	0	seq_31760a209c34df69254c0544cab0f332c45deba834751aa2155e70d85c748ee1	261	1	1
425	seq_c1be3927672585b27b4357011554ab39d6a1e73f0f6b4b736c87023a99464d7b	seq_c1be3927672585b27b4357011554ab39d6a1e73f0f6b4b736c87023a99464d7b	existing_challenge	0	seq_c1be3927672585b27b4357011554ab39d6a1e73f0f6b4b736c87023a99464d7b	402	1	1
426	seq_8be1e031a41ffed6294979d3259e45ebf98fae159da6b8dd95b54a6cbbb0fe96	seq_8be1e031a41ffed6294979d3259e45ebf98fae159da6b8dd95b54a6cbbb0fe96	existing_challenge	0	seq_8be1e031a41ffed6294979d3259e45ebf98fae159da6b8dd95b54a6cbbb0fe96	535	1	1
427	seq_fb230ab40e450590d92127387af631e9da8c4fb13fa96851f0c9dc457319de4c	seq_fb230ab40e450590d92127387af631e9da8c4fb13fa96851f0c9dc457319de4c	existing_challenge	0	seq_fb230ab40e450590d92127387af631e9da8c4fb13fa96851f0c9dc457319de4c	118	1	1
428	seq_cbadac1c20f683aa7a816624e6ba06b23e7ed66452714c4774bb615d97ef48e5	seq_cbadac1c20f683aa7a816624e6ba06b23e7ed66452714c4774bb615d97ef48e5	existing_challenge	0	seq_cbadac1c20f683aa7a816624e6ba06b23e7ed66452714c4774bb615d97ef48e5	365	1	1
429	seq_17cc6c30b4ceb68775d69db21cf0c72e556c05b64c60b503f875a5ecf4b870d8	seq_17cc6c30b4ceb68775d69db21cf0c72e556c05b64c60b503f875a5ecf4b870d8	existing_challenge	0	seq_17cc6c30b4ceb68775d69db21cf0c72e556c05b64c60b503f875a5ecf4b870d8	354	1	1
430	seq_e06a23a8c09ecf8bb33d0f05c4577f43fbbd37281bc4f1cbd1f61014e3a06e5e	seq_e06a23a8c09ecf8bb33d0f05c4577f43fbbd37281bc4f1cbd1f61014e3a06e5e	existing_challenge	0	seq_e06a23a8c09ecf8bb33d0f05c4577f43fbbd37281bc4f1cbd1f61014e3a06e5e	161	1	1
431	seq_2f3ca11fee08a41d81b10f517861aad38419180091f20af95d2d664d900a0f5c	seq_2f3ca11fee08a41d81b10f517861aad38419180091f20af95d2d664d900a0f5c	existing_challenge	0	seq_2f3ca11fee08a41d81b10f517861aad38419180091f20af95d2d664d900a0f5c	364	1	1
