clean_id	label	fold	homology_group	ESMCHalo	DeepSaltPro
HPCLAS_TRAIN_N_002303	0	1	HPCLAS_TRAIN_N_002303	-0.7704871892929077	-1.391523352316575
HPCLAS_TRAIN_N_002304	0	4	HPCLAS_TRAIN_N_002304	-2.715219020843506	-1.2208986396832968
HPCLAS_TRAIN_N_002305	0	2	HPCLAS_TRAIN_N_002305	-2.072479248046875	-1.4436888617949144
HPCLAS_TRAIN_N_002306	0	0	HPCLAS_TRAIN_N_002306	-1.5725711584091189	-1.665746227802427
HPCLAS_TRAIN_N_002307	0	0	HPCLAS_TRAIN_N_002307	-2.872854709625244	-2.277111522825451
HPCLAS_TRAIN_N_002308	0	1	HPCLAS_TRAIN_N_002308	-2.512078285217285	-1.6587040417207528
HPCLAS_TRAIN_N_002309	0	4	HPCLAS_TRAIN_N_002309	-2.2495296001434326	-0.4156835192376212
HPCLAS_TRAIN_N_002311	0	3	HPCLAS_TRAIN_N_002311	-2.163249969482422	-1.9588015825641432
HPCLAS_TRAIN_N_002312	0	4	HPCLAS_TRAIN_N_002312	-3.41440224647522	-2.029971636749804
HPCLAS_TRAIN_N_002313	0	2	HPCLAS_TRAIN_N_002313	-2.152361392974853	-2.489465008279824
HPCLAS_TRAIN_N_002314	0	1	HPCLAS_TRAIN_N_002314	-2.124070882797241	-2.7344231133568613
HPCLAS_TRAIN_N_002315	0	3	HPCLAS_TRAIN_N_002315	-1.98719584941864	-1.2420813653341545
HPCLAS_TRAIN_N_002316	0	0	HPCLAS_TRAIN_N_002316	-1.1385188102722168	-0.962426914989936
HPCLAS_TRAIN_N_002317	0	3	HPCLAS_TRAIN_N_002317	-1.4711915254592896	-1.4479744028880843
HPCLAS_TRAIN_N_002318	0	1	HPCLAS_TRAIN_N_002318	-3.2585761547088623	-2.852679755013372
HPCLAS_TRAIN_N_002320	0	4	HPCLAS_TRAIN_N_002320	-2.949465036392212	-1.6065766507624646
HPCLAS_TRAIN_N_002322	0	3	HPCLAS_TRAIN_N_002322	-2.9914917945861816	-4.108978232136117
HPCLAS_TRAIN_N_002323	0	2	HPCLAS_TRAIN_N_002323	-2.510364055633545	-2.7116649340079864
HPCLAS_TRAIN_N_002324	0	0	HPCLAS_TRAIN_N_002324	-0.1028074324131012	-0.8557531391443575
HPCLAS_TRAIN_N_002325	0	0	HPCLAS_TRAIN_N_002325	0.583888590335846	-0.3026114465169853
HPCLAS_TRAIN_N_002326	0	2	HPCLAS_TRAIN_N_002326	-2.0874552726745605	-1.7635508245664888
HPCLAS_TRAIN_N_002327	0	4	HPCLAS_TRAIN_N_002327	-2.255354166030884	-1.2729100474979496
HPCLAS_TRAIN_N_002328	0	4	HPCLAS_TRAIN_N_002328	-3.241047143936157	-2.0656060009869086
HPCLAS_TRAIN_N_002329	0	1	HPCLAS_TRAIN_N_002329	-0.473601222038269	0.3356700593708435
HPCLAS_TRAIN_N_002330	0	2	HPCLAS_TRAIN_N_002330	-2.715562343597412	-2.2647817271005146
HPCLAS_TRAIN_N_002331	0	0	HPCLAS_TRAIN_N_002331	-2.005582809448242	-1.5026511014647408
HPCLAS_TRAIN_N_002332	0	2	HPCLAS_TRAIN_N_002332	-3.197256326675415	-3.319727353987555
HPCLAS_TRAIN_N_002334	0	3	HPCLAS_TRAIN_N_002334	-1.9259945154190063	-1.8096783457519827
HPCLAS_TRAIN_N_002335	0	2	HPCLAS_TRAIN_N_002335	-3.031390428543091	-3.544651319450269
HPCLAS_TRAIN_N_002336	0	4	HPCLAS_TRAIN_N_002336	-2.5521602630615234	-1.2027322797228437
HPCLAS_TRAIN_N_002337	0	4	HPCLAS_TRAIN_N_002337	-3.131955862045288	-1.6924286057117544
HPCLAS_TRAIN_N_002338	0	4	HPCLAS_TRAIN_N_002338	0.5469813346862793	-0.7572368750404297
HPCLAS_TRAIN_N_002339	0	3	HPCLAS_TRAIN_N_002339	-1.9400798082351685	-2.4999314063689724
HPCLAS_TRAIN_N_002340	0	3	HPCLAS_TRAIN_N_002340	-2.293210029602051	-2.0268931624266893
HPCLAS_TRAIN_N_002341	0	0	HPCLAS_TRAIN_N_002341	-2.419358253479004	-2.28731461209395
HPCLAS_TRAIN_N_002342	0	2	HPCLAS_TRAIN_N_002342	-3.1890554428100586	-3.236247288313275
HPCLAS_TRAIN_N_002343	0	4	HPCLAS_TRAIN_N_002343	-2.566030502319336	-1.7474815876540055
HPCLAS_TRAIN_N_002344	0	3	HPCLAS_TRAIN_N_002344	-1.8002439737319946	-2.024079377470974
HPCLAS_TRAIN_N_002345	0	3	HPCLAS_TRAIN_N_002345	-2.173769474029541	-2.117169864217728
HPCLAS_TRAIN_N_002346	0	1	HPCLAS_TRAIN_N_002346	-1.887004017829895	-2.38643899628004
HPCLAS_TRAIN_N_002347	0	4	HPCLAS_TRAIN_N_002347	-1.4660817384719849	-0.9734869994282273
HPCLAS_TRAIN_N_002348	0	0	HPCLAS_TRAIN_N_002348	-2.5120773315429688	-2.234581497290717
HPCLAS_TRAIN_N_002349	0	1	HPCLAS_TRAIN_N_002349	-1.5044583082199097	-2.131549781160362
HPCLAS_TRAIN_N_002350	0	2	HPCLAS_TRAIN_N_002350	-2.894270658493042	-3.1900930375688827
HPCLAS_TRAIN_N_002351	0	3	HPCLAS_TRAIN_N_002351	1.346919298171997	1.924651383717031
HPCLAS_TRAIN_N_002352	0	4	HPCLAS_TRAIN_N_002352	-3.747123003005981	-1.8144461489481487
HPCLAS_TRAIN_N_002353	0	3	HPCLAS_TRAIN_N_002353	-1.0945950746536257	-1.8634569974615056
HPCLAS_TRAIN_N_002354	0	2	HPCLAS_TRAIN_N_002354	-1.2349687814712524	-0.4388593168789239
HPCLAS_TRAIN_N_002355	0	1	HPCLAS_TRAIN_N_002355	-2.070625305175781	-2.57064584053067
HPCLAS_TRAIN_N_002356	0	4	HPCLAS_TRAIN_N_002356	-3.357379913330078	-2.2235527082115407
HPCLAS_TRAIN_N_002357	0	1	HPCLAS_TRAIN_N_002357	0.7114564180374146	-0.225642725944006
HPCLAS_TRAIN_N_002358	0	3	HPCLAS_TRAIN_N_002358	-2.9615607261657715	-4.071628547697317
HPCLAS_TRAIN_N_002360	0	3	HPCLAS_TRAIN_N_002360	-1.5135051012039185	-2.804589657421355
HPCLAS_TRAIN_N_002361	0	2	HPCLAS_TRAIN_N_002361	-2.4361979961395264	-2.4510289221477386
HPCLAS_TRAIN_N_002362	0	1	HPCLAS_TRAIN_N_002362	-2.3378612995147705	-1.8750125523339571
HPCLAS_TRAIN_N_002363	0	2	HPCLAS_TRAIN_N_002363	-2.776681900024414	-3.282954036543792
HPCLAS_TRAIN_N_002364	0	2	HPCLAS_TRAIN_N_002364	-1.3250656127929688	-2.308652457485895
HPCLAS_TRAIN_N_002365	0	4	HPCLAS_TRAIN_N_002365	-2.86906099319458	-1.460631068809196
HPCLAS_TRAIN_N_002366	0	0	HPCLAS_TRAIN_N_002366	-1.818273901939392	-1.4451651517619828
HPCLAS_TRAIN_N_002367	0	0	HPCLAS_TRAIN_N_002367	0.9005642533302307	0.9381316502308356
HPCLAS_TRAIN_N_002368	0	1	HPCLAS_TRAIN_N_002368	-1.9946832656860352	-1.609853998640946
HPCLAS_TRAIN_N_002370	0	0	HPCLAS_TRAIN_N_002370	-2.2848386764526367	-1.6973732860366797
HPCLAS_TRAIN_N_002371	0	1	HPCLAS_TRAIN_N_002371	-3.650463819503784	-3.036160677202607
HPCLAS_TRAIN_N_002372	0	2	HPCLAS_TRAIN_N_002372	-1.6899890899658203	-2.1250016509064453
HPCLAS_TRAIN_N_002376	0	0	HPCLAS_TRAIN_P_003810	-2.113419532775879	-1.689124465547179
HPCLAS_TRAIN_N_002378	0	3	HPCLAS_TRAIN_N_002378	-2.185966968536377	-1.8162233305383857
HPCLAS_TRAIN_N_002380	0	1	HPCLAS_TRAIN_N_002380	-3.165716648101806	-4.44475224751202
HPCLAS_TRAIN_N_002381	0	2	HPCLAS_TRAIN_N_002381	-2.553586721420288	0.040585842876391
HPCLAS_TRAIN_N_002382	0	0	HPCLAS_TRAIN_N_002382	-2.3883261680603027	-1.1328195515375017
HPCLAS_TRAIN_N_002383	0	3	HPCLAS_TRAIN_N_002383	-1.8804887533187864	-1.4850502923479527
HPCLAS_TRAIN_N_002384	0	0	HPCLAS_TRAIN_N_002384	-1.636680006980896	-1.2769849377168283
HPCLAS_TRAIN_N_002385	0	4	HPCLAS_TRAIN_N_002385	-2.6190762519836426	-2.141445197991779
HPCLAS_TRAIN_N_002387	0	4	HPCLAS_TRAIN_N_002387	0.8174484968185425	0.0464525289093439
HPCLAS_TRAIN_N_002388	0	3	HPCLAS_TRAIN_N_002388	-3.784590244293213	-4.244935057696256
HPCLAS_TRAIN_N_002389	0	2	HPCLAS_TRAIN_N_002389	0.8823889493942261	-0.980049535173035
HPCLAS_TRAIN_N_002391	0	1	HPCLAS_TRAIN_N_002391	-2.816380023956299	-2.7307603114392323
HPCLAS_TRAIN_N_002392	0	4	HPCLAS_TRAIN_N_002392	-2.4536640644073486	-2.1150369973699004
HPCLAS_TRAIN_N_002393	0	1	HPCLAS_TRAIN_N_002393	-0.9211201667785645	1.1259019857533556
HPCLAS_TRAIN_N_002394	0	2	HPCLAS_TRAIN_N_002394	-0.1158353313803672	0.8367735726101642
HPCLAS_TRAIN_N_002395	0	0	HPCLAS_TRAIN_N_002395	-3.1875224113464355	-2.860959056445204
HPCLAS_TRAIN_N_002396	0	3	HPCLAS_TRAIN_N_002396	-3.0803017616271973	-3.31840892544849
HPCLAS_TRAIN_N_002397	0	2	HPCLAS_TRAIN_N_002397	-2.008817672729492	-2.2925491554195028
HPCLAS_TRAIN_N_002398	0	1	HPCLAS_TRAIN_N_002398	-1.5884449481964111	-1.878229794479193
HPCLAS_TRAIN_N_002399	0	4	HPCLAS_TRAIN_N_002399	-0.4265859425067901	0.9293349578364292
HPCLAS_TRAIN_N_002400	0	4	HPCLAS_TRAIN_N_002400	-1.2339929342269895	-0.5037440336118367
HPCLAS_TRAIN_N_002401	0	2	HPCLAS_TRAIN_P_000053	-0.7930012941360474	0.956786623255268
HPCLAS_TRAIN_N_002402	0	3	HPCLAS_TRAIN_N_002402	-1.541258454322815	1.1605549733903329
HPCLAS_TRAIN_N_002404	0	4	HPCLAS_TRAIN_N_002404	-2.955785751342773	-0.928115795246375
HPCLAS_TRAIN_N_002405	0	1	HPCLAS_TRAIN_N_002405	-2.7561957836151123	-3.133849714746946
HPCLAS_TRAIN_N_002406	0	4	HPCLAS_TRAIN_N_002406	-3.165588855743408	-1.9746783401168635
HPCLAS_TRAIN_N_002407	0	4	HPCLAS_TRAIN_N_002407	-0.5705922842025757	-0.1968662782492057
HPCLAS_TRAIN_N_002408	0	4	HPCLAS_TRAIN_N_002408	-1.861569166183472	-0.93701728662523
HPCLAS_TRAIN_N_002409	0	3	HPCLAS_TRAIN_N_002409	-1.8211904764175413	2.1506523478929287
HPCLAS_TRAIN_N_002410	0	1	HPCLAS_TRAIN_N_002410	-0.7602285146713257	-1.5185652089304484
HPCLAS_TRAIN_N_002411	0	1	HPCLAS_TRAIN_N_002411	-2.376638650894165	-2.077821335117435
HPCLAS_TRAIN_N_002412	0	3	HPCLAS_TRAIN_N_002412	-2.6527814865112305	-3.711861588700164
HPCLAS_TRAIN_N_002413	0	1	HPCLAS_TRAIN_N_002413	-1.982227087020874	-0.1257662056163166
HPCLAS_TRAIN_N_002414	0	1	HPCLAS_TRAIN_N_002414	-3.3961164951324463	-3.026312236070651
HPCLAS_TRAIN_N_002415	0	4	HPCLAS_TRAIN_N_002415	-1.9195343255996704	-1.6783001132731756
HPCLAS_TRAIN_N_002416	0	0	HPCLAS_TRAIN_N_002416	-2.12554931640625	-2.002451931033604
HPCLAS_TRAIN_N_002417	0	2	HPCLAS_TRAIN_N_002417	-1.8463764190673828	-1.3470295030923105
HPCLAS_TRAIN_N_002418	0	3	HPCLAS_TRAIN_N_002418	-3.7197980880737305	-3.987501386390872
HPCLAS_TRAIN_N_002419	0	0	HPCLAS_TRAIN_N_002419	-3.646522521972656	-2.2915975179164194
HPCLAS_TRAIN_N_002421	0	4	HPCLAS_TRAIN_N_002421	-0.4259725511074066	-0.4108341337518692
HPCLAS_TRAIN_N_002422	0	0	HPCLAS_TRAIN_N_002422	-2.5199294090271	-2.468982387209928
HPCLAS_TRAIN_N_002423	0	1	HPCLAS_TRAIN_N_002423	-2.1651082038879395	-1.821989101503994
HPCLAS_TRAIN_N_002425	0	4	HPCLAS_TRAIN_N_002425	-0.1540871709585189	-0.2346395332794337
HPCLAS_TRAIN_N_002426	0	0	HPCLAS_TRAIN_N_002426	-2.792488574981689	-2.039889324467393
HPCLAS_TRAIN_N_002427	0	2	HPCLAS_TRAIN_N_002427	0.1505970060825348	0.1071356107914729
HPCLAS_TRAIN_N_002430	0	3	HPCLAS_TRAIN_N_002430	-3.2216062545776367	-3.829541031497608
HPCLAS_TRAIN_N_002432	0	0	HPCLAS_TRAIN_N_002432	-1.8065491914749143	-2.3503925486487427
HPCLAS_TRAIN_N_002433	0	0	HPCLAS_TRAIN_N_002433	-2.6826133728027344	-2.8847324829022485
HPCLAS_TRAIN_N_002434	0	4	HPCLAS_TRAIN_N_002434	-3.013491630554199	-1.9730002346834368
HPCLAS_TRAIN_N_002435	0	0	HPCLAS_TRAIN_N_002435	-2.5048484802246094	-2.099891648916758
HPCLAS_TRAIN_N_002436	0	4	HPCLAS_TRAIN_N_002436	0.3970166146755218	0.2481494586033627
HPCLAS_TRAIN_N_002438	0	1	HPCLAS_TRAIN_N_002438	-1.0294387340545654	-1.1931080643435776
HPCLAS_TRAIN_N_002439	0	3	HPCLAS_TRAIN_N_002439	-0.5077707767486572	-0.7523519310606243
HPCLAS_TRAIN_N_002442	0	1	HPCLAS_TRAIN_N_002442	-2.97778058052063	-3.130252372552485
HPCLAS_TRAIN_N_002443	0	2	HPCLAS_TRAIN_N_002443	-2.5219712257385254	-2.508846727005923
HPCLAS_TRAIN_N_002444	0	2	HPCLAS_TRAIN_N_002444	-2.7850069999694824	-3.5323634210349963
HPCLAS_TRAIN_N_002445	0	4	HPCLAS_TRAIN_N_002445	-1.9735199213027956	-1.6421447663950388
HPCLAS_TRAIN_N_002446	0	4	HPCLAS_TRAIN_N_002446	-2.67957615852356	-1.507592010113767
HPCLAS_TRAIN_N_002447	0	4	HPCLAS_TRAIN_N_002447	-4.537567615509033	-2.387774876112021
HPCLAS_TRAIN_N_002448	0	0	HPCLAS_TRAIN_N_002448	-2.498159170150757	-1.7918531236751507
HPCLAS_TRAIN_N_002449	0	3	HPCLAS_TRAIN_N_002449	-3.0575098991394043	-3.6231324233906834
HPCLAS_TRAIN_N_002450	0	1	HPCLAS_TRAIN_N_002244	-1.7122793197631836	-0.0616982126057909
HPCLAS_TRAIN_N_002452	0	4	HPCLAS_TRAIN_N_002452	-3.203127384185791	-2.1107334713519785
HPCLAS_TRAIN_N_002453	0	2	HPCLAS_TRAIN_N_002453	-3.0157687664031982	-3.117879834904824
HPCLAS_TRAIN_N_002454	0	1	HPCLAS_TRAIN_N_002454	-2.090526580810547	-0.9210751856448476
HPCLAS_TRAIN_N_002455	0	4	HPCLAS_TRAIN_N_002455	-2.585642576217652	-2.3317141986438483
HPCLAS_TRAIN_N_002456	0	4	HPCLAS_TRAIN_N_002456	-1.759280562400818	-1.526969911882326
HPCLAS_TRAIN_N_002457	0	1	HPCLAS_TRAIN_N_002457	-2.4040396213531494	-2.0204914215233813
HPCLAS_TRAIN_N_002458	0	2	HPCLAS_TRAIN_N_002458	-2.110790729522705	-3.2095852389276507
HPCLAS_TRAIN_N_002459	0	2	HPCLAS_TRAIN_N_002459	-2.707709789276123	-3.672738070774744
HPCLAS_TRAIN_N_002460	0	3	HPCLAS_TRAIN_N_002460	-1.553572416305542	-2.7595808631670784
HPCLAS_TRAIN_N_002461	0	1	HPCLAS_TRAIN_N_002461	-3.31470274925232	-3.07743500576198
HPCLAS_TRAIN_N_002463	0	0	HPCLAS_TRAIN_N_002463	-2.1007180213928223	-2.371862832375072
HPCLAS_TRAIN_N_002464	0	1	HPCLAS_TRAIN_N_002464	-1.7674598693847656	-1.932139643099299
HPCLAS_TRAIN_N_002465	0	0	HPCLAS_TRAIN_N_002465	-0.929256021976471	0.2089181746287311
HPCLAS_TRAIN_N_002466	0	0	HPCLAS_TRAIN_N_002466	-1.2415395975112915	-1.1103559340007023
HPCLAS_TRAIN_N_002467	0	0	HPCLAS_TRAIN_P_002428	-1.7398401498794556	-1.673439992122019
HPCLAS_TRAIN_N_002468	0	2	HPCLAS_TRAIN_N_002468	-2.642833948135376	-1.9588738063141435
HPCLAS_TRAIN_N_002472	0	4	HPCLAS_TRAIN_N_002472	-3.0514559745788574	-2.095657478409075
HPCLAS_TRAIN_N_002473	0	3	HPCLAS_TRAIN_N_002473	-1.9843264818191528	-0.163062795931872
HPCLAS_TRAIN_N_002474	0	2	HPCLAS_TRAIN_N_002474	-2.854101181030273	-2.516189833297973
HPCLAS_TRAIN_N_002475	0	2	HPCLAS_TRAIN_N_002475	-1.4930517673492432	-1.815577494749774
HPCLAS_TRAIN_N_002477	0	1	HPCLAS_TRAIN_N_002477	-1.3194180727005005	-1.6521125023685177
HPCLAS_TRAIN_N_002478	0	0	HPCLAS_TRAIN_N_002478	-3.260829448699951	-2.6032004758618013
HPCLAS_TRAIN_N_002481	0	1	HPCLAS_TRAIN_N_002481	1.0434534549713137	0.0419251329594397
HPCLAS_TRAIN_N_002482	0	2	HPCLAS_TRAIN_N_002482	-1.7658909559249878	-1.737604030538364
HPCLAS_TRAIN_N_002484	0	0	HPCLAS_TRAIN_N_002484	-0.9657829403877258	-1.059017060903403
HPCLAS_TRAIN_N_002485	0	1	HPCLAS_TRAIN_N_002485	-3.4392006397247314	-2.7806158207490626
HPCLAS_TRAIN_N_002486	0	3	HPCLAS_TRAIN_N_002486	-2.712265014648437	-2.9295487203047266
HPCLAS_TRAIN_N_002487	0	0	HPCLAS_TRAIN_N_002487	-2.769105195999145	-3.257553415094385
HPCLAS_TRAIN_N_002488	0	3	HPCLAS_TRAIN_N_002488	-3.3709754943847656	-3.681804427166575
HPCLAS_TRAIN_N_002489	0	2	HPCLAS_TRAIN_N_002489	-1.8604129552841189	-3.126003334247219
HPCLAS_TRAIN_N_002490	0	2	HPCLAS_TRAIN_N_002490	-2.2863082885742188	-2.360603086330892
HPCLAS_TRAIN_N_002491	0	3	HPCLAS_TRAIN_N_002491	-1.4930187463760376	0.0293833890890664
HPCLAS_TRAIN_N_002492	0	3	HPCLAS_TRAIN_N_002492	-2.5156283378601074	-1.9373440065590637
HPCLAS_TRAIN_N_002493	0	4	HPCLAS_TRAIN_N_002493	-2.598381996154785	-1.4004527284635042
HPCLAS_TRAIN_N_002494	0	1	HPCLAS_TRAIN_N_002494	-1.1580069065093994	-0.0702393201122677
HPCLAS_TRAIN_N_002495	0	2	HPCLAS_TRAIN_N_002495	-0.0840964615345001	0.7161210473306268
HPCLAS_TRAIN_N_002496	0	3	HPCLAS_TRAIN_N_002496	-2.055546283721924	-2.6372838291577816
HPCLAS_TRAIN_N_002497	0	4	HPCLAS_TRAIN_N_002497	-2.390681266784668	-1.7791552013654843
HPCLAS_TRAIN_N_002499	0	4	HPCLAS_TRAIN_N_002499	-2.8494277000427246	-1.7432216326472494
HPCLAS_TRAIN_N_002501	0	3	HPCLAS_TRAIN_N_002501	-1.5999482870101929	-1.6234693669341411
HPCLAS_TRAIN_N_002502	0	1	HPCLAS_TRAIN_N_002502	-3.038419485092163	-3.6311021147713456
HPCLAS_TRAIN_N_002503	0	3	HPCLAS_TRAIN_N_002503	-2.0255534648895264	-1.900200782685135
HPCLAS_TRAIN_N_002504	0	1	HPCLAS_TRAIN_N_002504	-1.2420200109481812	-2.9559536749845257
HPCLAS_TRAIN_N_002506	0	0	HPCLAS_TRAIN_N_002506	-1.2562978267669678	0.5530672607854401
HPCLAS_TRAIN_N_002507	0	3	HPCLAS_TRAIN_N_002507	-0.7247850894927979	1.0093287203471513
HPCLAS_TRAIN_N_002509	0	2	HPCLAS_TRAIN_N_002509	-1.1563528776168823	-2.0464211331486504
HPCLAS_TRAIN_N_002510	0	1	HPCLAS_TRAIN_N_002510	-2.94701886177063	-4.048847183100969
HPCLAS_TRAIN_N_002511	0	3	HPCLAS_TRAIN_N_002511	-2.070776462554932	-1.577031365935034
HPCLAS_TRAIN_N_002512	0	4	HPCLAS_TRAIN_N_002512	-3.014561653137207	-2.084668626418422
HPCLAS_TRAIN_N_002513	0	1	HPCLAS_TRAIN_N_002513	-3.165212869644165	-4.350988327340734
HPCLAS_TRAIN_N_002514	0	2	HPCLAS_TRAIN_N_002514	-2.329219341278076	-1.958895199054877
HPCLAS_TRAIN_N_002515	0	4	HPCLAS_TRAIN_N_002515	-2.7805328369140625	-1.9822849998973848
HPCLAS_TRAIN_N_002516	0	4	HPCLAS_TRAIN_N_002516	-3.045367956161499	-1.9320462007342087
HPCLAS_TRAIN_N_002518	0	2	HPCLAS_TRAIN_N_002518	-2.360844850540161	-1.7841567549754236
HPCLAS_TRAIN_N_002520	0	2	HPCLAS_TRAIN_N_002520	-2.175668239593506	-2.7739185719230264
HPCLAS_TRAIN_N_002521	0	4	HPCLAS_TRAIN_N_002521	-1.698707938194275	-1.0401900991567945
HPCLAS_TRAIN_N_002522	0	1	HPCLAS_TRAIN_N_002522	0.953230619430542	-0.0306704242638594
HPCLAS_TRAIN_N_002523	0	3	HPCLAS_TRAIN_N_002523	-2.932928562164306	-4.25019255490403
HPCLAS_TRAIN_N_002524	0	1	HPCLAS_TRAIN_N_002524	-0.729906439781189	0.1625274720734841
HPCLAS_TRAIN_N_002525	0	4	HPCLAS_TRAIN_N_002525	-3.297112464904785	-2.2933922765007444
HPCLAS_TRAIN_N_002526	0	1	HPCLAS_TRAIN_N_002526	-0.1457304954528808	-1.498508024424674
HPCLAS_TRAIN_N_002527	0	0	HPCLAS_TRAIN_N_002527	-2.14812970161438	-1.12881059698547
HPCLAS_TRAIN_N_002530	0	0	HPCLAS_TRAIN_N_002530	-2.053001642227173	-2.35034772947675
HPCLAS_TRAIN_N_002531	0	1	HPCLAS_TRAIN_N_002531	0.9274008274078368	0.6720449207223453
HPCLAS_TRAIN_N_002533	0	0	HPCLAS_TRAIN_N_002533	-3.695406436920166	-2.448428722585284
HPCLAS_TRAIN_N_002534	0	4	HPCLAS_TRAIN_N_002534	-0.8911683559417725	-0.0723195398340957
HPCLAS_TRAIN_N_002535	0	2	HPCLAS_TRAIN_N_002535	-2.013133764266968	-0.1569239720805263
HPCLAS_TRAIN_N_002536	0	1	HPCLAS_TRAIN_N_002536	-2.74452805519104	-2.013855966891979
HPCLAS_TRAIN_N_002537	0	4	HPCLAS_TRAIN_N_002537	-2.2987935543060303	-1.0099392770687632
HPCLAS_TRAIN_N_002538	0	1	HPCLAS_TRAIN_N_002538	-1.0996562242507937	-0.9794774971129586
HPCLAS_TRAIN_N_002539	0	3	HPCLAS_TRAIN_N_002539	-2.897336959838867	-3.44344094881632
HPCLAS_TRAIN_N_002540	0	1	HPCLAS_TRAIN_N_002540	0.2560957372188568	-1.7714646810450343
HPCLAS_TRAIN_N_002541	0	3	HPCLAS_TRAIN_N_002541	-2.9658892154693604	-3.93518181989043
HPCLAS_TRAIN_N_002543	0	3	HPCLAS_TRAIN_N_002543	-0.7552549839019775	-1.248269840687708
HPCLAS_TRAIN_N_002544	0	2	HPCLAS_TRAIN_N_002544	-1.7410815954208374	-2.4764066121942823
HPCLAS_TRAIN_N_002545	0	4	HPCLAS_TRAIN_N_002545	-2.499123334884644	-1.828672921132076
HPCLAS_TRAIN_N_002546	0	3	HPCLAS_TRAIN_N_002546	-1.3612102270126345	0.4521456132724144
HPCLAS_TRAIN_N_002547	0	4	HPCLAS_TRAIN_N_002547	-2.8950328826904297	-2.0569647102482964
HPCLAS_TRAIN_N_002548	0	3	HPCLAS_TRAIN_N_002548	-2.2261886596679688	-2.4232574099442274
HPCLAS_TRAIN_N_002549	0	1	HPCLAS_TRAIN_N_002549	-2.028092861175537	-1.9425386792012929
HPCLAS_TRAIN_N_002550	0	2	HPCLAS_TRAIN_N_002550	-2.317634344100952	-0.8501013624666464
HPCLAS_TRAIN_N_002552	0	3	HPCLAS_TRAIN_P_002097	-2.938086748123169	-3.314263351897156
HPCLAS_TRAIN_N_002553	0	4	HPCLAS_TRAIN_N_002553	-2.562347173690796	-0.0561162819780192
HPCLAS_TRAIN_N_002554	0	4	HPCLAS_TRAIN_N_002554	-2.9174041748046875	-1.7108567217147437
HPCLAS_TRAIN_N_002555	0	3	HPCLAS_TRAIN_N_002555	0.7765986919403076	-0.2333204737788766
HPCLAS_TRAIN_N_002556	0	4	HPCLAS_TRAIN_N_002556	-3.025468587875366	-2.201807445388739
HPCLAS_TRAIN_N_002557	0	2	HPCLAS_TRAIN_N_002557	-1.047495722770691	-0.8218897222432231
HPCLAS_TRAIN_N_002558	0	4	HPCLAS_TRAIN_N_002558	-3.276684284210205	-2.1792907944608766
HPCLAS_TRAIN_N_002559	0	0	HPCLAS_TRAIN_N_002559	-1.886358380317688	-1.934539016640081
HPCLAS_TRAIN_N_002560	0	2	HPCLAS_TRAIN_N_002560	-0.3698287904262543	-0.4943175832860299
HPCLAS_TRAIN_N_002561	0	0	HPCLAS_TRAIN_N_002561	-2.940485954284668	-1.4887309545216842
HPCLAS_TRAIN_N_002562	0	3	HPCLAS_TRAIN_N_002562	-2.876571655273437	-3.3717022610714005
HPCLAS_TRAIN_N_002563	0	4	HPCLAS_TRAIN_N_002563	-1.7175427675247192	-1.8893072926332048
HPCLAS_TRAIN_N_002564	0	2	HPCLAS_TRAIN_N_002564	-2.7690205574035645	-2.6977505089837157
HPCLAS_TRAIN_N_002565	0	2	HPCLAS_TRAIN_N_002565	-3.046273946762085	-3.422455773105028
HPCLAS_TRAIN_N_002566	0	2	HPCLAS_TRAIN_N_002566	-3.1754865646362305	-2.983585834166854
HPCLAS_TRAIN_N_002567	0	3	HPCLAS_TRAIN_N_002567	-2.9634313583374023	-2.9290800269036845
HPCLAS_TRAIN_N_002568	0	0	HPCLAS_TRAIN_N_002568	-2.175457000732422	-2.498119884083832
HPCLAS_TRAIN_N_002569	0	4	HPCLAS_TRAIN_N_002569	0.7277623414993286	0.1122787261836237
HPCLAS_TRAIN_N_002570	0	0	HPCLAS_TRAIN_N_002570	-1.3447730541229248	-0.4754263778743177
HPCLAS_TRAIN_N_002571	0	2	HPCLAS_TRAIN_N_002571	-0.0715100914239883	0.918113414934393
HPCLAS_TRAIN_N_002572	0	3	HPCLAS_TRAIN_N_002572	-2.4935030937194824	-4.012092560637844
HPCLAS_TRAIN_N_002573	0	4	HPCLAS_TRAIN_N_002573	-3.841721534729004	-2.2918920380648764
HPCLAS_TRAIN_N_002574	0	1	HPCLAS_TRAIN_N_002574	-1.0498894453048706	-2.6900090819807883
HPCLAS_TRAIN_N_002575	0	0	HPCLAS_TRAIN_N_002575	-3.4715187549591064	-2.7712245340934505
HPCLAS_TRAIN_N_002577	0	0	HPCLAS_TRAIN_N_002577	-3.820552349090576	-3.328810163665574
HPCLAS_TRAIN_N_002578	0	3	HPCLAS_TRAIN_N_002578	-2.2580819129943848	-3.449971930549093
HPCLAS_TRAIN_N_002580	0	4	HPCLAS_TRAIN_N_002580	0.2074942588806152	0.6762166573822078
HPCLAS_TRAIN_N_002581	0	3	HPCLAS_TRAIN_N_002581	-2.1747212409973145	0.2262877056231098
HPCLAS_TRAIN_N_002582	0	2	HPCLAS_TRAIN_N_002582	-1.6182080507278442	-1.1523963237631305
