positive_clean_id	positive_fold	positive_homology_group	negative_clean_id	negative_fold	negative_homology_group	negative_quality_tier	negative_mean_label_support	aac_physchem_scaled_distance	pair_status
HPCLAS_TRAIN_P_001591	0	HPCLAS_TRAIN_P_001591	HPCLAS_TRAIN_N_002121	2	HPCLAS_TRAIN_N_002121	B_ambiguous	0.2864941349212553	3.0877142718194617	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001592	3	HPCLAS_TRAIN_P_001592	HPCLAS_TRAIN_N_004370	0	HPCLAS_TRAIN_N_004370	D_hard_sample	0.4087112467815868	5.33592793127461	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001592	3	HPCLAS_TRAIN_P_001592	HPCLAS_TRAIN_N_005042	0	HPCLAS_TRAIN_N_005042	D_hard_sample	0.5410387882743999	5.3433388774033945	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001592	3	HPCLAS_TRAIN_P_001592	HPCLAS_TRAIN_N_003435	4	HPCLAS_TRAIN_N_003435	D_hard_sample	0.6172209707050157	5.494195578693849	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001593	0	HPCLAS_TRAIN_P_001593	HPCLAS_TRAIN_N_005103	1	HPCLAS_TRAIN_N_005103	B_ambiguous	0.08166336808173465	5.523131134797812	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001593	0	HPCLAS_TRAIN_P_001593	HPCLAS_TRAIN_N_001270	2	HPCLAS_TRAIN_N_001270	D_hard_sample	0.5192728324642881	6.201885789930453	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001593	0	HPCLAS_TRAIN_P_001593	HPCLAS_TRAIN_N_002856	2	HPCLAS_TRAIN_N_002856	D_hard_sample	0.4187421374385574	6.231591581581685	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001594	4	HPCLAS_TRAIN_P_001594	HPCLAS_TRAIN_N_001738	3	HPCLAS_TRAIN_N_001738	D_hard_sample	0.6950405532535225	7.428328333073942	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001594	4	HPCLAS_TRAIN_P_001594	HPCLAS_TRAIN_N_002642	4	HPCLAS_TRAIN_N_002642	D_hard_sample	0.6424255087062731	8.309486561690788	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001594	4	HPCLAS_TRAIN_P_001594	HPCLAS_TRAIN_N_002438	1	HPCLAS_TRAIN_N_002438	D_hard_sample	0.3846669231763857	8.886154490999461	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001595	4	HPCLAS_TRAIN_P_001595	HPCLAS_TRAIN_N_002956	3	HPCLAS_TRAIN_N_002956	D_hard_sample	0.29383446017169673	3.5436134942432322	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001595	4	HPCLAS_TRAIN_P_001595	HPCLAS_TRAIN_N_002553	4	HPCLAS_TRAIN_N_002553	D_hard_sample	0.7343526887550986	3.7116909401210227	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001595	4	HPCLAS_TRAIN_P_001595	HPCLAS_TRAIN_N_003972	1	HPCLAS_TRAIN_N_003972	D_hard_sample	0.3534912161968176	3.749397222920491	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001596	3	HPCLAS_TRAIN_P_001596	HPCLAS_TRAIN_N_001471	2	HPCLAS_TRAIN_N_001471	B_ambiguous	0.06712447368992054	4.383967951771659	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001596	3	HPCLAS_TRAIN_P_001596	HPCLAS_TRAIN_N_000878	0	HPCLAS_TRAIN_N_000878	D_hard_sample	0.4546574962219679	4.503388840289367	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001596	3	HPCLAS_TRAIN_P_001596	HPCLAS_TRAIN_N_001036	3	HPCLAS_TRAIN_N_001036	D_hard_sample	0.3055779966441248	4.7833348376850156	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001597	1	HPCLAS_TRAIN_P_001597	HPCLAS_TRAIN_N_004394	0	HPCLAS_TRAIN_P_000438	B_ambiguous	0.4425944241573514	4.25389799482952	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001597	1	HPCLAS_TRAIN_P_001597	HPCLAS_TRAIN_N_004722	0	HPCLAS_TRAIN_N_004722	D_hard_sample	0.19391862072957256	4.982012582505926	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001597	1	HPCLAS_TRAIN_P_001597	HPCLAS_TRAIN_N_004093	3	HPCLAS_TRAIN_N_004093	D_hard_sample	0.4135790049563477	5.000356839090138	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001598	0	HPCLAS_TRAIN_P_001598	HPCLAS_TRAIN_N_000095	2	HPCLAS_TRAIN_N_000095	D_hard_sample	0.6009863011480617	3.3691123885023	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001598	0	HPCLAS_TRAIN_P_001598	HPCLAS_TRAIN_N_000393	1	HPCLAS_TRAIN_N_000393	D_hard_sample	0.4677093343578525	3.659902115314852	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001598	0	HPCLAS_TRAIN_P_001598	HPCLAS_TRAIN_N_004897	0	HPCLAS_TRAIN_N_004897	D_hard_sample	0.6809058886313574	3.7115284764309613	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001599	3	HPCLAS_TRAIN_P_001599	HPCLAS_TRAIN_N_004842	3	HPCLAS_TRAIN_N_004842	D_hard_sample	0.6821116701773967	3.3771387791462177	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001599	3	HPCLAS_TRAIN_P_001599	HPCLAS_TRAIN_N_001072	1	HPCLAS_TRAIN_N_001072	B_ambiguous	0.9000384478683996	3.776532310359474	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001599	3	HPCLAS_TRAIN_P_001599	HPCLAS_TRAIN_N_004206	1	HPCLAS_TRAIN_N_004206	B_ambiguous	0.5847487135625918	3.832781785310925	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001600	4	HPCLAS_TRAIN_P_001600	HPCLAS_TRAIN_N_003669	1	HPCLAS_TRAIN_N_003669	D_hard_sample	0.7849344989009318	3.262577196397897	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001600	4	HPCLAS_TRAIN_P_001600	HPCLAS_TRAIN_N_000132	2	HPCLAS_TRAIN_N_000132	D_hard_sample	0.6752135314261132	3.4709811533496606	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001600	4	HPCLAS_TRAIN_P_001600	HPCLAS_TRAIN_N_003298	3	HPCLAS_TRAIN_N_003298	D_hard_sample	0.4220896919257284	3.5521571693934626	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001601	1	HPCLAS_TRAIN_P_001601	HPCLAS_TRAIN_N_003769	3	HPCLAS_TRAIN_N_003769	D_hard_sample	0.5937103002918415	5.396011113167019	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001601	1	HPCLAS_TRAIN_P_001601	HPCLAS_TRAIN_N_003631	4	HPCLAS_TRAIN_N_003631	D_hard_sample	0.5392839476911244	5.7916793281342365	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001601	1	HPCLAS_TRAIN_P_001601	HPCLAS_TRAIN_N_004739	1	HPCLAS_TRAIN_N_004739	D_hard_sample	0.7448520892685139	5.83442250263452	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001602	1	HPCLAS_TRAIN_P_001602	HPCLAS_TRAIN_N_004472	1	HPCLAS_TRAIN_P_002024	B_ambiguous	0.5878723551037152	4.48804744571008	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001602	1	HPCLAS_TRAIN_P_001602	HPCLAS_TRAIN_N_002398	1	HPCLAS_TRAIN_N_002398	D_hard_sample	0.6426505120624598	4.549245742944876	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001602	1	HPCLAS_TRAIN_P_001602	HPCLAS_TRAIN_N_002911	4	HPCLAS_TRAIN_P_004588	B_ambiguous	0.7177961960342459	4.73069866719068	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001603	1	HPCLAS_TRAIN_P_001603	HPCLAS_TRAIN_N_003631	4	HPCLAS_TRAIN_N_003631	D_hard_sample	0.5392839476911244	4.287956326389027	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001603	1	HPCLAS_TRAIN_P_001603	HPCLAS_TRAIN_N_004739	1	HPCLAS_TRAIN_N_004739	D_hard_sample	0.7448520892685139	5.102769696234402	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001603	1	HPCLAS_TRAIN_P_001603	HPCLAS_TRAIN_N_002820	2	HPCLAS_TRAIN_N_002820	D_hard_sample	0.6597846309121266	5.22973498122155	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001604	3	HPCLAS_TRAIN_P_001604	HPCLAS_TRAIN_N_004530	1	HPCLAS_TRAIN_N_004530	D_hard_sample	0.5904390395677409	4.5837159908053415	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001604	3	HPCLAS_TRAIN_P_001604	HPCLAS_TRAIN_N_000781	4	HPCLAS_TRAIN_N_000781	D_hard_sample	0.40069324141500945	4.671468136467609	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001604	3	HPCLAS_TRAIN_P_001604	HPCLAS_TRAIN_N_004688	0	HPCLAS_TRAIN_N_004688	D_hard_sample	0.20629262694254694	4.771014613731903	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001605	4	HPCLAS_TRAIN_P_001605	HPCLAS_TRAIN_N_001212	0	HPCLAS_TRAIN_N_001212	D_hard_sample	0.7815993754452779	3.2816553830922266	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001605	4	HPCLAS_TRAIN_P_001605	HPCLAS_TRAIN_N_004826	2	HPCLAS_TRAIN_N_004826	B_ambiguous	0.473503100221623	3.46507726225062	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001605	4	HPCLAS_TRAIN_P_001605	HPCLAS_TRAIN_N_000277	4	HPCLAS_TRAIN_N_000277	B_ambiguous	0.8824143976455773	3.622097381759858	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001606	2	HPCLAS_TRAIN_P_001606	HPCLAS_TRAIN_N_000848	0	HPCLAS_TRAIN_N_000848	D_hard_sample	0.6140684709902451	2.846348961941202	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001606	2	HPCLAS_TRAIN_P_001606	HPCLAS_TRAIN_N_004889	4	HPCLAS_TRAIN_N_004889	D_hard_sample	0.2819179382921943	3.0778862961985465	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001606	2	HPCLAS_TRAIN_P_001606	HPCLAS_TRAIN_N_003724	4	HPCLAS_TRAIN_N_003724	D_hard_sample	0.7610080185885759	3.084576143581355	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001607	1	HPCLAS_TRAIN_P_001607	HPCLAS_TRAIN_N_000401	0	HPCLAS_TRAIN_N_000401	D_hard_sample	0.7208209333951489	2.8621462240215303	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001607	1	HPCLAS_TRAIN_P_001607	HPCLAS_TRAIN_N_004692	4	HPCLAS_TRAIN_N_004692	D_hard_sample	0.6283848379537703	2.9678539113394002	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001607	1	HPCLAS_TRAIN_P_001607	HPCLAS_TRAIN_N_004997	3	HPCLAS_TRAIN_P_003475	B_ambiguous	0.4346871995888713	3.183873582370218	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001608	1	HPCLAS_TRAIN_P_001608	HPCLAS_TRAIN_N_000618	0	HPCLAS_TRAIN_N_000618	D_hard_sample	0.290259983613093	8.267995962468678	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001608	1	HPCLAS_TRAIN_P_001608	HPCLAS_TRAIN_N_001793	4	HPCLAS_TRAIN_N_001793	D_hard_sample	0.47940186079885977	9.056416279791994	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001608	1	HPCLAS_TRAIN_P_001608	HPCLAS_TRAIN_N_004059	1	HPCLAS_TRAIN_N_004059	D_hard_sample	0.6656903854284654	9.191379796525368	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001609	1	HPCLAS_TRAIN_P_001609	HPCLAS_TRAIN_N_003891	3	HPCLAS_TRAIN_N_003891	B_ambiguous	0.6492313435182141	3.5421571228018545	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001609	1	HPCLAS_TRAIN_P_001609	HPCLAS_TRAIN_N_001665	2	HPCLAS_TRAIN_N_001665	D_hard_sample	0.6700787926048667	3.5784594178105773	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001609	1	HPCLAS_TRAIN_P_001609	HPCLAS_TRAIN_N_000879	1	HPCLAS_TRAIN_N_000879	D_hard_sample	0.5808856519719824	3.8123583123029974	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001610	4	HPCLAS_TRAIN_P_001610	HPCLAS_TRAIN_N_000611	3	HPCLAS_TRAIN_P_005255	B_ambiguous	0.16667098605719835	3.264632838941526	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001610	4	HPCLAS_TRAIN_P_001610	HPCLAS_TRAIN_N_000233	4	HPCLAS_TRAIN_N_000233	D_hard_sample	0.7890896637997561	3.7580860830339637	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001610	4	HPCLAS_TRAIN_P_001610	HPCLAS_TRAIN_N_002933	3	HPCLAS_TRAIN_N_002933	D_hard_sample	0.24350250061362919	4.207734806923446	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001611	0	HPCLAS_TRAIN_P_001611	HPCLAS_TRAIN_N_001443	4	HPCLAS_TRAIN_N_001443	B_ambiguous	0.2425212556901454	2.8902250256655893	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001611	0	HPCLAS_TRAIN_P_001611	HPCLAS_TRAIN_N_004692	4	HPCLAS_TRAIN_N_004692	D_hard_sample	0.6283848379537703	2.966638527361597	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001611	0	HPCLAS_TRAIN_P_001611	HPCLAS_TRAIN_N_003538	2	HPCLAS_TRAIN_N_003538	B_ambiguous	0.5588086680129857	3.000628757635148	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001612	4	HPCLAS_TRAIN_P_001182	HPCLAS_TRAIN_N_004259	0	HPCLAS_TRAIN_N_004259	B_ambiguous	0.012829822492472406	4.318617626153427	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001612	4	HPCLAS_TRAIN_P_001182	HPCLAS_TRAIN_N_004097	0	HPCLAS_TRAIN_N_004097	D_hard_sample	0.5238588257817555	4.501542212437361	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001612	4	HPCLAS_TRAIN_P_001182	HPCLAS_TRAIN_N_000885	4	HPCLAS_TRAIN_N_000885	D_hard_sample	0.23318343353189896	4.59198214495976	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001614	0	HPCLAS_TRAIN_P_001614	HPCLAS_TRAIN_N_002047	3	HPCLAS_TRAIN_N_002047	D_hard_sample	0.4541267912346245	3.2658265862817855	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001614	0	HPCLAS_TRAIN_P_001614	HPCLAS_TRAIN_N_004476	1	HPCLAS_TRAIN_N_004476	D_hard_sample	0.36401770824062796	3.3101439933225314	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001614	0	HPCLAS_TRAIN_P_001614	HPCLAS_TRAIN_N_003777	1	HPCLAS_TRAIN_N_003777	D_hard_sample	0.49684800999665263	3.428821575401442	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001616	4	HPCLAS_TRAIN_P_001616	HPCLAS_TRAIN_N_003769	3	HPCLAS_TRAIN_N_003769	D_hard_sample	0.5937103002918415	4.609229387517512	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001616	4	HPCLAS_TRAIN_P_001616	HPCLAS_TRAIN_N_003631	4	HPCLAS_TRAIN_N_003631	D_hard_sample	0.5392839476911244	4.890033726671849	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001616	4	HPCLAS_TRAIN_P_001616	HPCLAS_TRAIN_N_002287	3	HPCLAS_TRAIN_N_002287	D_hard_sample	0.6918352885869927	4.924435762226428	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001617	3	HPCLAS_TRAIN_P_001617	HPCLAS_TRAIN_N_000157	3	HPCLAS_TRAIN_N_000157	D_hard_sample	0.5835226814580345	3.1210558251147638	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001617	3	HPCLAS_TRAIN_P_001617	HPCLAS_TRAIN_N_000931	0	HPCLAS_TRAIN_N_000931	B_ambiguous	0.6413808062596341	3.475420322179809	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001617	3	HPCLAS_TRAIN_P_001617	HPCLAS_TRAIN_N_004339	2	HPCLAS_TRAIN_N_004339	B_ambiguous	0.7861618721106329	4.263941713232321	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001618	0	HPCLAS_TRAIN_P_001618	HPCLAS_TRAIN_N_003118	2	HPCLAS_TRAIN_N_003118	B_ambiguous	0.9111495274812862	2.728399961111682	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001618	0	HPCLAS_TRAIN_P_001618	HPCLAS_TRAIN_N_000237	0	HPCLAS_TRAIN_N_000237	B_ambiguous	0.6156231338784425	2.8129070135985947	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001618	0	HPCLAS_TRAIN_P_001618	HPCLAS_TRAIN_N_001206	4	HPCLAS_TRAIN_P_006483	B_ambiguous	0.3027968408994328	2.949215563010066	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001619	1	HPCLAS_TRAIN_P_001619	HPCLAS_TRAIN_N_003118	2	HPCLAS_TRAIN_N_003118	B_ambiguous	0.9111495274812862	2.280550694671262	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001619	1	HPCLAS_TRAIN_P_001619	HPCLAS_TRAIN_N_000758	3	HPCLAS_TRAIN_N_000758	D_hard_sample	0.7165837742284031	2.46234094860967	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001619	1	HPCLAS_TRAIN_P_001619	HPCLAS_TRAIN_N_000585	0	HPCLAS_TRAIN_N_000585	B_ambiguous	0.11007654957506703	2.5868274099166135	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001621	4	HPCLAS_TRAIN_P_001621	HPCLAS_TRAIN_N_003649	4	HPCLAS_TRAIN_N_003649	D_hard_sample	0.5291563466253048	2.5247712838623646	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001621	4	HPCLAS_TRAIN_P_001621	HPCLAS_TRAIN_N_004360	4	HPCLAS_TRAIN_N_004360	D_hard_sample	0.683167218437814	3.0971860309279085	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001621	4	HPCLAS_TRAIN_P_001621	HPCLAS_TRAIN_N_002024	2	HPCLAS_TRAIN_N_002024	D_hard_sample	0.5339481311162916	3.1856501970642883	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001622	0	HPCLAS_TRAIN_P_001622	HPCLAS_TRAIN_N_000550	0	HPCLAS_TRAIN_P_000348	B_ambiguous	0.8295701609664694	2.654712421130042	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001622	0	HPCLAS_TRAIN_P_001622	HPCLAS_TRAIN_N_001065	0	HPCLAS_TRAIN_N_001065	D_hard_sample	0.6344517383578927	3.2709155727795824	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001622	0	HPCLAS_TRAIN_P_001622	HPCLAS_TRAIN_N_002004	1	HPCLAS_TRAIN_P_005044	B_ambiguous	0.9637815478534328	3.29390657996724	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001623	4	HPCLAS_TRAIN_P_001623	HPCLAS_TRAIN_N_002077	3	HPCLAS_TRAIN_N_002077	D_hard_sample	0.49997559840613626	3.9584753738740743	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001623	4	HPCLAS_TRAIN_P_001623	HPCLAS_TRAIN_N_004566	2	HPCLAS_TRAIN_N_004566	D_hard_sample	0.5464214545788332	3.98110155937174	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001623	4	HPCLAS_TRAIN_P_001623	HPCLAS_TRAIN_N_004145	4	HPCLAS_TRAIN_N_004145	D_hard_sample	0.5007300459290893	4.619666873010274	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001624	0	HPCLAS_TRAIN_P_001624	HPCLAS_TRAIN_N_003936	0	HPCLAS_TRAIN_N_003936	D_hard_sample	0.263608412515062	3.436520530601715	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001624	0	HPCLAS_TRAIN_P_001624	HPCLAS_TRAIN_N_001331	0	HPCLAS_TRAIN_N_001331	D_hard_sample	0.4972654877298317	3.567018865325634	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001624	0	HPCLAS_TRAIN_P_001624	HPCLAS_TRAIN_N_003685	3	HPCLAS_TRAIN_N_003685	D_hard_sample	0.770159371094751	3.5742770092209057	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001625	2	HPCLAS_TRAIN_P_001625	HPCLAS_TRAIN_N_003000	3	HPCLAS_TRAIN_N_003000	B_ambiguous	0.6082773787215837	3.8398620617091312	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001625	2	HPCLAS_TRAIN_P_001625	HPCLAS_TRAIN_N_000585	0	HPCLAS_TRAIN_N_000585	B_ambiguous	0.11007654957506703	3.8607826142158665	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001625	2	HPCLAS_TRAIN_P_001625	HPCLAS_TRAIN_N_003649	4	HPCLAS_TRAIN_N_003649	D_hard_sample	0.5291563466253048	3.8637350785793676	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001626	4	HPCLAS_TRAIN_P_001626	HPCLAS_TRAIN_N_004292	1	HPCLAS_TRAIN_N_004292	D_hard_sample	0.5134329750179398	4.310474848123527	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001626	4	HPCLAS_TRAIN_P_001626	HPCLAS_TRAIN_N_000878	0	HPCLAS_TRAIN_N_000878	D_hard_sample	0.4546574962219679	4.339176954417484	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001626	4	HPCLAS_TRAIN_P_001626	HPCLAS_TRAIN_N_002287	3	HPCLAS_TRAIN_N_002287	D_hard_sample	0.6918352885869927	4.600211569021791	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001627	1	HPCLAS_TRAIN_P_001627	HPCLAS_TRAIN_N_004919	0	HPCLAS_TRAIN_N_004919	D_hard_sample	0.27290214518528805	4.997374989975391	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001627	1	HPCLAS_TRAIN_P_001627	HPCLAS_TRAIN_N_001366	0	HPCLAS_TRAIN_N_001366	D_hard_sample	0.39799798099463884	5.036745894832996	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001627	1	HPCLAS_TRAIN_P_001627	HPCLAS_TRAIN_N_004400	3	HPCLAS_TRAIN_P_006321	B_ambiguous	0.7053666770331759	5.436230095456749	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001628	1	HPCLAS_TRAIN_P_001628	HPCLAS_TRAIN_N_004359	1	HPCLAS_TRAIN_N_004359	D_hard_sample	0.46926126182556877	2.5397632894691475	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001628	1	HPCLAS_TRAIN_P_001628	HPCLAS_TRAIN_N_000918	0	HPCLAS_TRAIN_N_000918	D_hard_sample	0.7200166573394643	2.6699125930084198	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001628	1	HPCLAS_TRAIN_P_001628	HPCLAS_TRAIN_N_003924	3	HPCLAS_TRAIN_N_003924	B_ambiguous	0.8874360201849779	2.7178861428520005	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001629	4	HPCLAS_TRAIN_P_001629	HPCLAS_TRAIN_N_003073	3	HPCLAS_TRAIN_N_003073	D_hard_sample	0.4968161119915071	4.018387224839211	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001629	4	HPCLAS_TRAIN_P_001629	HPCLAS_TRAIN_N_003104	3	HPCLAS_TRAIN_P_000244	B_ambiguous	0.8225018179866855	4.069552161996797	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001629	4	HPCLAS_TRAIN_P_001629	HPCLAS_TRAIN_N_003911	1	HPCLAS_TRAIN_N_003911	D_hard_sample	0.2669117390932172	4.1586480501161915	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001630	2	HPCLAS_TRAIN_P_001630	HPCLAS_TRAIN_N_003631	4	HPCLAS_TRAIN_N_003631	D_hard_sample	0.5392839476911244	3.526096984586691	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001630	2	HPCLAS_TRAIN_P_001630	HPCLAS_TRAIN_N_002985	0	HPCLAS_TRAIN_P_000260	B_ambiguous	0.35324928146585277	3.7208077544917577	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001630	2	HPCLAS_TRAIN_P_001630	HPCLAS_TRAIN_N_001206	4	HPCLAS_TRAIN_P_006483	B_ambiguous	0.3027968408994328	4.156623180463827	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001631	4	HPCLAS_TRAIN_P_001631	HPCLAS_TRAIN_N_004259	0	HPCLAS_TRAIN_N_004259	B_ambiguous	0.012829822492472406	4.7804540612221	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001631	4	HPCLAS_TRAIN_P_001631	HPCLAS_TRAIN_N_002060	0	HPCLAS_TRAIN_N_002060	D_hard_sample	0.254159178046559	5.021070470977283	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001631	4	HPCLAS_TRAIN_P_001631	HPCLAS_TRAIN_N_000878	0	HPCLAS_TRAIN_N_000878	D_hard_sample	0.4546574962219679	5.334034571773829	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001632	2	HPCLAS_TRAIN_P_001632	HPCLAS_TRAIN_N_002751	4	HPCLAS_TRAIN_N_002751	B_ambiguous	0.9074159345157377	4.0068831837201015	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001632	2	HPCLAS_TRAIN_P_001632	HPCLAS_TRAIN_N_002227	0	HPCLAS_TRAIN_P_005090	B_ambiguous	0.3790685521929357	4.545403809648053	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001632	2	HPCLAS_TRAIN_P_001632	HPCLAS_TRAIN_N_002436	4	HPCLAS_TRAIN_N_002436	D_hard_sample	0.2620590056293555	4.621455582804214	CANDIDATE_NOT_YET_USED
HPCLAS_TRAIN_P_001633	0	HPCLAS_TRAIN_P_001633	HPCLAS_TRAIN_N_000396	2	HPCLAS_TRAIN_N_000396	D_hard_sample	0.5211558303615825	3.593885753432416	CANDIDATE_NOT_YET_USED
