clean_id	sequence_hash	oof_fold	embedding_row	sequence_sha256
HPCLAS_TRAIN_N_003529	e03165ea1c154caead587cb23bd4d69aa61071b84b7090bcc276fdf62a8572ee	0	10891	e03165ea1c154caead587cb23bd4d69aa61071b84b7090bcc276fdf62a8572ee
HPCLAS_TRAIN_N_003530	58c1e5ab0a8a4447aa7146c28d7d53bb0c199eea3cc61156dbb4c4389f2ea5cb	4	10892	58c1e5ab0a8a4447aa7146c28d7d53bb0c199eea3cc61156dbb4c4389f2ea5cb
HPCLAS_TRAIN_N_003531	e1a2f7c7569f1f3eca46cebdea16fa29fca22cf09882ec2bbc4d711eea644a3b	3	10893	e1a2f7c7569f1f3eca46cebdea16fa29fca22cf09882ec2bbc4d711eea644a3b
HPCLAS_TRAIN_N_003533	058faca3fc917ae9fdab03b28d74595e05c069f9bcd3364b4a019fc7f49fa926	1	10895	058faca3fc917ae9fdab03b28d74595e05c069f9bcd3364b4a019fc7f49fa926
HPCLAS_TRAIN_N_003534	e4598b49e7870e996d31a2e7f850e49be343bf50b90db9abf2e9febdb758fceb	2	10896	e4598b49e7870e996d31a2e7f850e49be343bf50b90db9abf2e9febdb758fceb
HPCLAS_TRAIN_N_003535	9b5768619655410e9212094ddb3854e76badcd0bfe51f55ffa42782047f7b7f4	0	10897	9b5768619655410e9212094ddb3854e76badcd0bfe51f55ffa42782047f7b7f4
HPCLAS_TRAIN_N_003536	3da1ae1a2c41e77af1b6a002474159cd8e03ff23968a3527d2866cd1e5d69d46	1	10898	3da1ae1a2c41e77af1b6a002474159cd8e03ff23968a3527d2866cd1e5d69d46
HPCLAS_TRAIN_N_003537	34af22b3b6f5bb96d31c493df77c6ebb647d5b24abc2ffe81e49a42bdb873b52	4	10899	34af22b3b6f5bb96d31c493df77c6ebb647d5b24abc2ffe81e49a42bdb873b52
HPCLAS_TRAIN_N_003538	b49e423a03237447c3fbf2c9053bad1591c102dc8bad2ec076fe7a219d5149c4	2	10900	b49e423a03237447c3fbf2c9053bad1591c102dc8bad2ec076fe7a219d5149c4
HPCLAS_TRAIN_N_003539	be5ed4b9a881aac0f0e56f8a1f739e2ca777aa60db0fcdbcdb724ee504d55e35	4	10901	be5ed4b9a881aac0f0e56f8a1f739e2ca777aa60db0fcdbcdb724ee504d55e35
HPCLAS_TRAIN_N_003540	e216be398057f7e3eb1ed5bea67afb474906c5e571605db391a35cd3f27e48f9	3	10902	e216be398057f7e3eb1ed5bea67afb474906c5e571605db391a35cd3f27e48f9
HPCLAS_TRAIN_N_003541	d688aef802199d3adebb8cf2ccf75d6780b9196dce148b2e0f45bcfcd61f7583	4	10903	d688aef802199d3adebb8cf2ccf75d6780b9196dce148b2e0f45bcfcd61f7583
HPCLAS_TRAIN_N_003542	effc903d84c67056e3c05f37c3b98d01d65977f2872e62d4c4edb2c6f8f7baf3	1	10904	effc903d84c67056e3c05f37c3b98d01d65977f2872e62d4c4edb2c6f8f7baf3
HPCLAS_TRAIN_N_003543	d3d0e3fb6e1aaabc7c12c50f38e40c089a0f6f031832c064c3e4603eb62441c1	1	10905	d3d0e3fb6e1aaabc7c12c50f38e40c089a0f6f031832c064c3e4603eb62441c1
HPCLAS_TRAIN_N_003544	93f04047490878376801e2b4475de4022c84c823aef51dc78b226b05a9d28de8	0	10906	93f04047490878376801e2b4475de4022c84c823aef51dc78b226b05a9d28de8
HPCLAS_TRAIN_N_003545	0c713663d885c40c00a039e191dce08b92001d628208e511b43297505f2c0210	3	10907	0c713663d885c40c00a039e191dce08b92001d628208e511b43297505f2c0210
HPCLAS_TRAIN_N_003546	cfb3945c7169ab988726cd1f6017079e3dd7252bc87fc1d6ffce0721a12693d7	2	10908	cfb3945c7169ab988726cd1f6017079e3dd7252bc87fc1d6ffce0721a12693d7
HPCLAS_TRAIN_N_003547	c968c3da56a87b3e4bccbc65588a173281b1ecaaee303a53d05cd63d0567e7b5	2	10909	c968c3da56a87b3e4bccbc65588a173281b1ecaaee303a53d05cd63d0567e7b5
HPCLAS_TRAIN_N_003548	481da0e120f73141a6e901432c15446e516a96330fbfe8b4a8f74fe519bb43cb	4	10910	481da0e120f73141a6e901432c15446e516a96330fbfe8b4a8f74fe519bb43cb
HPCLAS_TRAIN_N_003549	c02d2e11e8b8ec75e2f63e24f1269edd70237294a0a9a0a482e81cac9e1b7a1c	3	10911	c02d2e11e8b8ec75e2f63e24f1269edd70237294a0a9a0a482e81cac9e1b7a1c
HPCLAS_TRAIN_N_003550	d6c73e52fdfa3cf0b0f170885700f56d162bf08940aa31a54b9d15f984fc209a	4	10912	d6c73e52fdfa3cf0b0f170885700f56d162bf08940aa31a54b9d15f984fc209a
HPCLAS_TRAIN_N_003551	b98e48adbe040b6b23de70d1e8587294d3ac13b4d908e090acf0666dc7600a30	0	10913	b98e48adbe040b6b23de70d1e8587294d3ac13b4d908e090acf0666dc7600a30
HPCLAS_TRAIN_N_003552	ac542ed126aa52818d7558d4e8c0d659202aecde26e3dd25c5bf58b0b1c60e53	2	10914	ac542ed126aa52818d7558d4e8c0d659202aecde26e3dd25c5bf58b0b1c60e53
HPCLAS_TRAIN_N_003553	8b5be4a5530068d3d4fb09aa51b76f5c96017f98155719333718855c1511ed83	2	10915	8b5be4a5530068d3d4fb09aa51b76f5c96017f98155719333718855c1511ed83
HPCLAS_TRAIN_N_003554	d8e55f951bce2ca71997c0336ec3913bf2a5e681a0b8deccd9f5960345b43cd4	3	10916	d8e55f951bce2ca71997c0336ec3913bf2a5e681a0b8deccd9f5960345b43cd4
HPCLAS_TRAIN_N_003555	857933623b8136e2b5403fa9d60fd6db8b350fc3dc77faf957ad6d1000eb1979	4	10917	857933623b8136e2b5403fa9d60fd6db8b350fc3dc77faf957ad6d1000eb1979
HPCLAS_TRAIN_N_003556	435982b0c39b344cec9e106d2b4a207170bf167268e3b640bd2d2f17ae331f41	4	10918	435982b0c39b344cec9e106d2b4a207170bf167268e3b640bd2d2f17ae331f41
HPCLAS_TRAIN_N_003558	e08141b2fd61084bffd0febc92ca569085595216774bbd22b9facb8cff25ce70	3	10920	e08141b2fd61084bffd0febc92ca569085595216774bbd22b9facb8cff25ce70
HPCLAS_TRAIN_N_003559	659dd2ba8cf570755956f350d39c04064d69e6c2bb4666e7830ba854cf783da4	2	10921	659dd2ba8cf570755956f350d39c04064d69e6c2bb4666e7830ba854cf783da4
HPCLAS_TRAIN_N_003561	3cc308f00b8759a159089e76e7a3104d01399dfc58696ad9c8d969bf6ecd4860	2	10923	3cc308f00b8759a159089e76e7a3104d01399dfc58696ad9c8d969bf6ecd4860
HPCLAS_TRAIN_N_003562	e9d3a3a32b7484fa2269fdb4c6f47e103d405f921fc8cd0eaedc694d217cf216	3	10924	e9d3a3a32b7484fa2269fdb4c6f47e103d405f921fc8cd0eaedc694d217cf216
HPCLAS_TRAIN_N_003564	772c71e566d8826622995550da59d2cd42a4f90825cfeb9dd21fb69dc3a5417b	2	10926	772c71e566d8826622995550da59d2cd42a4f90825cfeb9dd21fb69dc3a5417b
HPCLAS_TRAIN_N_003565	738971fad3dfb5f0bf1c83d2e1d25a5c9662d7def81f7237ded1a34ddffbdc0f	1	10927	738971fad3dfb5f0bf1c83d2e1d25a5c9662d7def81f7237ded1a34ddffbdc0f
HPCLAS_TRAIN_N_003566	c74aa6a5a3e2c01f497dce99754956da1cef4628dce98b0c7b0354a09346c96d	1	10928	c74aa6a5a3e2c01f497dce99754956da1cef4628dce98b0c7b0354a09346c96d
HPCLAS_TRAIN_N_003567	8770c66908cd299ffc142e63b448b991ce6f29ec4b2696761938d395a8894d8d	2	10929	8770c66908cd299ffc142e63b448b991ce6f29ec4b2696761938d395a8894d8d
HPCLAS_TRAIN_N_003568	60efe22448624bde364dda257913766913d83055489d166f8ecc73a56b3e5eb2	2	10930	60efe22448624bde364dda257913766913d83055489d166f8ecc73a56b3e5eb2
HPCLAS_TRAIN_N_003569	624cd03b667b4036ccd562ff7164e824c78379352c28ed54d78344b7f9aa0044	4	10931	624cd03b667b4036ccd562ff7164e824c78379352c28ed54d78344b7f9aa0044
HPCLAS_TRAIN_N_003570	d07a9f27cb21fb749d820dd8045f8a9c4a9fd4b321f7365ab1b4f8cba24866c6	3	10932	d07a9f27cb21fb749d820dd8045f8a9c4a9fd4b321f7365ab1b4f8cba24866c6
HPCLAS_TRAIN_N_003571	cac9967c9d2d39ce24b1e174c15159ecc1e4c831719dcf60e26c2e6655660f6b	0	10933	cac9967c9d2d39ce24b1e174c15159ecc1e4c831719dcf60e26c2e6655660f6b
HPCLAS_TRAIN_N_003572	be7a1ecdb56bd3e3cf92e22e2f05eadeb5881ad6b157db316aa06d022697e426	4	10934	be7a1ecdb56bd3e3cf92e22e2f05eadeb5881ad6b157db316aa06d022697e426
HPCLAS_TRAIN_N_003574	2b5d32f79d83036dc968ff87a5dd483dcfa1c494d2d55a0ea94bf9cd6ce7acc1	3	10936	2b5d32f79d83036dc968ff87a5dd483dcfa1c494d2d55a0ea94bf9cd6ce7acc1
HPCLAS_TRAIN_N_003575	a775b168786c8fc58a76fba7cd33d5647cd4fe559213020721a214d7435d90bd	4	10937	a775b168786c8fc58a76fba7cd33d5647cd4fe559213020721a214d7435d90bd
HPCLAS_TRAIN_N_003576	f1520e8275847a947b03595a7be9706b472ad93af63ce57ecac533d1c58e8426	0	10938	f1520e8275847a947b03595a7be9706b472ad93af63ce57ecac533d1c58e8426
HPCLAS_TRAIN_N_003578	243469a47021fc66b0d64fa2e2342ba31f5d464dd130a700531dc19b9638c1f3	2	10940	243469a47021fc66b0d64fa2e2342ba31f5d464dd130a700531dc19b9638c1f3
HPCLAS_TRAIN_N_003579	2d7a98557a0939364b53e8ce378a62b1dac767fc462a575e01fba976fd452a5d	3	10941	2d7a98557a0939364b53e8ce378a62b1dac767fc462a575e01fba976fd452a5d
HPCLAS_TRAIN_N_003580	72571de8e4d5db58568c56db65254eab617ae2f761bf7180096354e64b50a638	2	10942	72571de8e4d5db58568c56db65254eab617ae2f761bf7180096354e64b50a638
HPCLAS_TRAIN_N_003581	231d090a8f65feeb9a81eab615566317331b9b989637f87a3ea691de899d7b55	2	10943	231d090a8f65feeb9a81eab615566317331b9b989637f87a3ea691de899d7b55
HPCLAS_TRAIN_N_003582	1cd50c216579be2a7a0e9a7e874a6a72055453832bd653e9316c130b6b1bbb55	2	10944	1cd50c216579be2a7a0e9a7e874a6a72055453832bd653e9316c130b6b1bbb55
HPCLAS_TRAIN_N_003583	260587b4be2dd78b913eb2a97ad7185bb0373df5b38986a9da94e6faf20dfe72	4	10945	260587b4be2dd78b913eb2a97ad7185bb0373df5b38986a9da94e6faf20dfe72
HPCLAS_TRAIN_N_003585	c3492b6e48261b3fa1392ff01e500db6d10bf1625398912df061869d79712a24	1	10947	c3492b6e48261b3fa1392ff01e500db6d10bf1625398912df061869d79712a24
HPCLAS_TRAIN_N_003586	f20afd28cfc3dbab583292e68ba1c611128a79892fb59952d83fe264420aca1b	1	10948	f20afd28cfc3dbab583292e68ba1c611128a79892fb59952d83fe264420aca1b
HPCLAS_TRAIN_N_003587	ce6962832c4ef056a3adc3ec85dc030ea253840dabf5efb5e8219fe88e3e2ed1	0	10949	ce6962832c4ef056a3adc3ec85dc030ea253840dabf5efb5e8219fe88e3e2ed1
HPCLAS_TRAIN_N_003588	88071b3b52739c2fb280d345c28244b3ccf60c9a9d2d7b1fe7bc1180a01907bb	3	10950	88071b3b52739c2fb280d345c28244b3ccf60c9a9d2d7b1fe7bc1180a01907bb
HPCLAS_TRAIN_N_003589	fad97a88a3771f2221710b84cab54ec18928d558295b359ca9f6fd17370a2c0c	0	10951	fad97a88a3771f2221710b84cab54ec18928d558295b359ca9f6fd17370a2c0c
HPCLAS_TRAIN_N_003590	1741e2e39b70b22d4b90f6943f19293d653403c281832dc6cb4ee1e003a909bf	4	10952	1741e2e39b70b22d4b90f6943f19293d653403c281832dc6cb4ee1e003a909bf
HPCLAS_TRAIN_N_003591	320616542dacaf90320ad630e51391091e1dc3da5cb6de71f202847f6cfa11d5	2	10953	320616542dacaf90320ad630e51391091e1dc3da5cb6de71f202847f6cfa11d5
HPCLAS_TRAIN_N_003592	94b98905c440cb65af6dfb754ab64ebd5b009ab2e18c320030c8b550bb36490f	3	10954	94b98905c440cb65af6dfb754ab64ebd5b009ab2e18c320030c8b550bb36490f
HPCLAS_TRAIN_N_003593	af9b5380a34e2b5e2d8d71d3d0684300ff843f02cb14c58043c0e5b9d3976f9e	3	10955	af9b5380a34e2b5e2d8d71d3d0684300ff843f02cb14c58043c0e5b9d3976f9e
HPCLAS_TRAIN_N_003594	d1a6474f840c1db08c41e9658bcf0ceec8b38b4238e6144bf6878c273f01dce7	0	10956	d1a6474f840c1db08c41e9658bcf0ceec8b38b4238e6144bf6878c273f01dce7
HPCLAS_TRAIN_N_003595	3a881835aa7d6c3b9ead3d3a02041832a2cd495d6a22502aee53fe651defb1dc	2	10957	3a881835aa7d6c3b9ead3d3a02041832a2cd495d6a22502aee53fe651defb1dc
HPCLAS_TRAIN_N_003596	68f765748f1a8c73369287d68cc229d1c8bc7a0930fd408df1dea5dd8ca87c85	4	10958	68f765748f1a8c73369287d68cc229d1c8bc7a0930fd408df1dea5dd8ca87c85
HPCLAS_TRAIN_N_003599	48d097ea24465064600d67324551c9ae347b14532157f7056c162cd0ee40a449	3	10961	48d097ea24465064600d67324551c9ae347b14532157f7056c162cd0ee40a449
HPCLAS_TRAIN_N_003600	a205fe3a006943a3b132156aba3d31abf9efc8a8fe36977392bfdd8bd411e8f1	4	10962	a205fe3a006943a3b132156aba3d31abf9efc8a8fe36977392bfdd8bd411e8f1
HPCLAS_TRAIN_N_003601	78df3d5531cb524400d56a65dc0803597abba4f2c46b96c4b49a7bbd83a10d31	0	10963	78df3d5531cb524400d56a65dc0803597abba4f2c46b96c4b49a7bbd83a10d31
HPCLAS_TRAIN_N_003603	dca4854ee604f94c1b3fa6149ca18ab3f6069a9f89e9122b0f8888fe9b823356	0	10965	dca4854ee604f94c1b3fa6149ca18ab3f6069a9f89e9122b0f8888fe9b823356
HPCLAS_TRAIN_N_003604	861811e87273262ecf2d8d4bc2517f584c3e6fca449f225a5c3308399fb49a2c	4	10966	861811e87273262ecf2d8d4bc2517f584c3e6fca449f225a5c3308399fb49a2c
HPCLAS_TRAIN_N_003606	3dc678ee021d05865b1340b6b86f914c2c28801d7d782381f63d687343ffd7db	1	10968	3dc678ee021d05865b1340b6b86f914c2c28801d7d782381f63d687343ffd7db
HPCLAS_TRAIN_N_003607	43a025fbbedba83b5cc4871bd1461c32dc8fab458d42c65369698ac1040713db	3	10969	43a025fbbedba83b5cc4871bd1461c32dc8fab458d42c65369698ac1040713db
HPCLAS_TRAIN_N_003609	f6be08b900eb6f144f9abbc523de04acf90d77b3dd90af4e6911f941647f1e6a	2	10971	f6be08b900eb6f144f9abbc523de04acf90d77b3dd90af4e6911f941647f1e6a
HPCLAS_TRAIN_N_003610	51ba12122e0d98a124e6fe6a13875a1b0b71fc6be6e34a96f9089b6f240a4999	0	10972	51ba12122e0d98a124e6fe6a13875a1b0b71fc6be6e34a96f9089b6f240a4999
HPCLAS_TRAIN_N_003611	2c3374ed9fc9c91e3fd72928bf341c95d32fa138286c5bc7230f5e685738922d	4	10973	2c3374ed9fc9c91e3fd72928bf341c95d32fa138286c5bc7230f5e685738922d
HPCLAS_TRAIN_N_003613	7b57930434f4f1e1c1b9d35fdc1c248195419bcaaf121a5a6a3744ba254315b8	1	10975	7b57930434f4f1e1c1b9d35fdc1c248195419bcaaf121a5a6a3744ba254315b8
HPCLAS_TRAIN_N_003614	b690381d218d4058b858212373d2a5d2d659404d4fea02b99d7cc5385ffb37fb	0	10976	b690381d218d4058b858212373d2a5d2d659404d4fea02b99d7cc5385ffb37fb
HPCLAS_TRAIN_N_003615	ada8638cd5037b50430ac101c1ac5b870e4eafc4424e19afae00bcce1bcf3891	3	10977	ada8638cd5037b50430ac101c1ac5b870e4eafc4424e19afae00bcce1bcf3891
HPCLAS_TRAIN_N_003616	91e80285b8a513f7ccfc8230e67344df287e5571282b0da9a0a3e23855346d84	2	10978	91e80285b8a513f7ccfc8230e67344df287e5571282b0da9a0a3e23855346d84
HPCLAS_TRAIN_N_003617	e2686e3d1d48f9707918026ba98a4b4bd925766956799e9dfb9a8f2cbd33fec8	1	10979	e2686e3d1d48f9707918026ba98a4b4bd925766956799e9dfb9a8f2cbd33fec8
HPCLAS_TRAIN_N_003618	8c58e04bd9f942bd5dbd8fdd71d76aec0eed50201e19ecc5e0ef5745e8ef1951	4	10980	8c58e04bd9f942bd5dbd8fdd71d76aec0eed50201e19ecc5e0ef5745e8ef1951
HPCLAS_TRAIN_N_003619	77bebbc21ceaf209500bf0a058c778b06a8ad9e8eb79122472c50a2cb4cc9d01	2	10981	77bebbc21ceaf209500bf0a058c778b06a8ad9e8eb79122472c50a2cb4cc9d01
HPCLAS_TRAIN_N_003620	c091310a6bc06bb436eba89e46ca949157b28ca7830706b0ef19f1f3351e7e35	2	10982	c091310a6bc06bb436eba89e46ca949157b28ca7830706b0ef19f1f3351e7e35
HPCLAS_TRAIN_N_003622	a88181d0ddae4731bfcbd31583cfe388c6c75443a9d5f68d7cf746d0cda283e3	4	10984	a88181d0ddae4731bfcbd31583cfe388c6c75443a9d5f68d7cf746d0cda283e3
HPCLAS_TRAIN_N_003625	839e70375fa9200f5b5009dc74f92f7a3a33a71089886db9107ca980e32ed70c	3	10987	839e70375fa9200f5b5009dc74f92f7a3a33a71089886db9107ca980e32ed70c
HPCLAS_TRAIN_N_003627	77c5b3e886d2338de2c3c19dd64b558db844e111f67627e937220ac7571906c7	4	10989	77c5b3e886d2338de2c3c19dd64b558db844e111f67627e937220ac7571906c7
HPCLAS_TRAIN_N_003628	1ed386fe4fea8b480716362a4149f28e338f09d0ab534f789c10784cf330b722	1	10990	1ed386fe4fea8b480716362a4149f28e338f09d0ab534f789c10784cf330b722
HPCLAS_TRAIN_N_003629	029c157948a03391b4c95bef1252b6a19c1200cc67a00f797ec1917f202fec62	2	10991	029c157948a03391b4c95bef1252b6a19c1200cc67a00f797ec1917f202fec62
HPCLAS_TRAIN_N_003630	37e9bfdf6509b294aa48e44d6e55406bae97a94d10ae8525330d03566883b743	1	10992	37e9bfdf6509b294aa48e44d6e55406bae97a94d10ae8525330d03566883b743
HPCLAS_TRAIN_N_003631	2c5fae6c731385a95d85e763b576705edf7a1695f93f4a548797d921129c845d	4	10993	2c5fae6c731385a95d85e763b576705edf7a1695f93f4a548797d921129c845d
HPCLAS_TRAIN_N_003632	02f9b132d3aa5c73b5475edd25363ca68559cfc88c9d0df21c7ee7f967d5868a	3	10994	02f9b132d3aa5c73b5475edd25363ca68559cfc88c9d0df21c7ee7f967d5868a
HPCLAS_TRAIN_N_003633	70a7b1a54cf6a09a9e5d0b39811a9b894d9c47bc4d3d2d7ac9a0697a8e1b651c	4	10995	70a7b1a54cf6a09a9e5d0b39811a9b894d9c47bc4d3d2d7ac9a0697a8e1b651c
HPCLAS_TRAIN_N_003634	55a8c2a25d908e0e78857833c594ad1771e04ed94ae8988614c66f6340f23391	0	10996	55a8c2a25d908e0e78857833c594ad1771e04ed94ae8988614c66f6340f23391
HPCLAS_TRAIN_N_003635	eeff439d31ce1de0464b7043dd4bd28fc4cfff7be66a54722b9e1cdd20b0e3ab	3	10997	eeff439d31ce1de0464b7043dd4bd28fc4cfff7be66a54722b9e1cdd20b0e3ab
HPCLAS_TRAIN_N_003636	66ffae781124522b64bdac14fcd606b7646060212fbfb00a42781249233d2296	1	10998	66ffae781124522b64bdac14fcd606b7646060212fbfb00a42781249233d2296
HPCLAS_TRAIN_N_003637	e2862b1281529b633381de84746ce0a0fe3c2cb57c21a32add08f62fa93f77da	2	10999	e2862b1281529b633381de84746ce0a0fe3c2cb57c21a32add08f62fa93f77da
HPCLAS_TRAIN_N_003639	8ec55063d6654533208fd6bd2a7fc3fef767c0b9ff9f6325e18f70f3a89f10e9	4	11001	8ec55063d6654533208fd6bd2a7fc3fef767c0b9ff9f6325e18f70f3a89f10e9
HPCLAS_TRAIN_N_003640	09206533d7de8538a3a96d404d97a9b4d3241e70ffec4bb8fef2461a5bc9f21a	0	11002	09206533d7de8538a3a96d404d97a9b4d3241e70ffec4bb8fef2461a5bc9f21a
HPCLAS_TRAIN_N_003641	7d7306fbde756fdaccdac1a020a93aa4656b2a2eba84a25578d11f5bc0bf1f20	4	11003	7d7306fbde756fdaccdac1a020a93aa4656b2a2eba84a25578d11f5bc0bf1f20
HPCLAS_TRAIN_N_003642	c7aaa9ef792ca93353417a55d7376a78827fd760ab62881643f8a93706821808	0	11004	c7aaa9ef792ca93353417a55d7376a78827fd760ab62881643f8a93706821808
HPCLAS_TRAIN_N_003645	00fe9bc701a6617bd91c544e13cb254efcab700959e919c22cf222ad5a6251e1	2	11007	00fe9bc701a6617bd91c544e13cb254efcab700959e919c22cf222ad5a6251e1
HPCLAS_TRAIN_N_003646	e04713dd8a00bb1b10c31def87bb062e272995393b859f9fb642c3eef73582c4	3	11008	e04713dd8a00bb1b10c31def87bb062e272995393b859f9fb642c3eef73582c4
HPCLAS_TRAIN_N_003647	875e106c862098632135aab8f044881d2ba46eb9a50d483167cc447d310df44d	3	11009	875e106c862098632135aab8f044881d2ba46eb9a50d483167cc447d310df44d
HPCLAS_TRAIN_N_003648	2cd19f32580ef0e85b5fe11f1aee965967c64b049f9f808f6158677a561c3d04	2	11010	2cd19f32580ef0e85b5fe11f1aee965967c64b049f9f808f6158677a561c3d04
HPCLAS_TRAIN_N_003649	54dda594bbd4246c1b7956cbf32a6707a0d4e726cbd2e053afcfcb647ac8eb38	4	11011	54dda594bbd4246c1b7956cbf32a6707a0d4e726cbd2e053afcfcb647ac8eb38
HPCLAS_TRAIN_N_003650	9a41f34dca56f949b3f75996532dc3402a987e1acff4ddf908d0e69218368307	2	11012	9a41f34dca56f949b3f75996532dc3402a987e1acff4ddf908d0e69218368307
HPCLAS_TRAIN_N_003651	7ab8a0e45d6d7507737f7bf3541ec6bde3a8a0182dc8ccc3c444fce4fdc4bf1d	0	11013	7ab8a0e45d6d7507737f7bf3541ec6bde3a8a0182dc8ccc3c444fce4fdc4bf1d
HPCLAS_TRAIN_N_003652	5b7500f373c5c3e1aa8df5929aa2a08b5665be31abb3cbdb0085b217706732ec	3	11014	5b7500f373c5c3e1aa8df5929aa2a08b5665be31abb3cbdb0085b217706732ec
HPCLAS_TRAIN_N_003653	b85d7782050f1bc69affd595f9281a102c0daf42b4226538be0257b96bbb5725	4	11015	b85d7782050f1bc69affd595f9281a102c0daf42b4226538be0257b96bbb5725
HPCLAS_TRAIN_N_003654	83f083a381df6df732525317402b94c403267f546433300a9dcd90064f0f6591	3	11016	83f083a381df6df732525317402b94c403267f546433300a9dcd90064f0f6591
HPCLAS_TRAIN_N_003657	2e4270dc435e1c0919381a67a3f63018fe368ac1f0842f88176a7eae34c109b8	0	11019	2e4270dc435e1c0919381a67a3f63018fe368ac1f0842f88176a7eae34c109b8
HPCLAS_TRAIN_N_003658	4e3025eabb92f7923b2ff22e4e68c9f46c19f62bfc774025392d210f659255c6	0	11020	4e3025eabb92f7923b2ff22e4e68c9f46c19f62bfc774025392d210f659255c6
HPCLAS_TRAIN_N_003659	3b28327362919bf7410d04db2a05ef7794136f7d743810d8bf053b9221ffbfcf	4	11021	3b28327362919bf7410d04db2a05ef7794136f7d743810d8bf053b9221ffbfcf
HPCLAS_TRAIN_N_003660	311d092ea9ab3be3cc56eae8b51247f70f15e0e7cefc8538bce72384ca2f88b5	4	11022	311d092ea9ab3be3cc56eae8b51247f70f15e0e7cefc8538bce72384ca2f88b5
HPCLAS_TRAIN_N_003662	d1facb5daaee5276afc38e5cda9bfaeb65919865e2e8ae94f10d72069d139a2e	1	11024	d1facb5daaee5276afc38e5cda9bfaeb65919865e2e8ae94f10d72069d139a2e
HPCLAS_TRAIN_N_003663	0fae266f960c0b6a666857ae649af2dc5816b5a483b6f86687cf393c72c17bcb	1	11025	0fae266f960c0b6a666857ae649af2dc5816b5a483b6f86687cf393c72c17bcb
HPCLAS_TRAIN_N_003664	5f099968f64058f3906080e4499127f7af273a6b2e87022aacf6a1bb299acb6a	3	11026	5f099968f64058f3906080e4499127f7af273a6b2e87022aacf6a1bb299acb6a
HPCLAS_TRAIN_N_003665	df5fb6f42f89cad2408ad20e7c4a4ea9933f6bf68a3c9c8503364ae19d2a16ea	3	11027	df5fb6f42f89cad2408ad20e7c4a4ea9933f6bf68a3c9c8503364ae19d2a16ea
HPCLAS_TRAIN_N_003666	01cdd528d83763b10a030bc59759f371803d79a541e471152faeab216b4aac09	1	11028	01cdd528d83763b10a030bc59759f371803d79a541e471152faeab216b4aac09
HPCLAS_TRAIN_N_003667	e09a5f3bdee4684bc156e05d9c539f13368e46722cdb8c192e318ff8d6a6430d	1	11029	e09a5f3bdee4684bc156e05d9c539f13368e46722cdb8c192e318ff8d6a6430d
HPCLAS_TRAIN_N_003668	5cf95ffb56b8940623147efe184bf7b224ba78e7fb5f179a12a9e3bc58f091af	0	11030	5cf95ffb56b8940623147efe184bf7b224ba78e7fb5f179a12a9e3bc58f091af
HPCLAS_TRAIN_N_003669	a3a46c1b7d30221cb8d454c1d34c389957c39e7c3f38ed7a5a8a899d12d7757d	1	11031	a3a46c1b7d30221cb8d454c1d34c389957c39e7c3f38ed7a5a8a899d12d7757d
HPCLAS_TRAIN_N_003670	35bb5ac24a7109061213c8870c0998c1aed74f048d949b7dbd64b56513d1956f	3	11032	35bb5ac24a7109061213c8870c0998c1aed74f048d949b7dbd64b56513d1956f
HPCLAS_TRAIN_N_003671	a5bf799c7620ef6bf610e34d73a52f5745038a14cf9e0705cc351c3d274afa48	1	11033	a5bf799c7620ef6bf610e34d73a52f5745038a14cf9e0705cc351c3d274afa48
HPCLAS_TRAIN_N_003673	377145587040234886851eb110a7b17488e77ec22f587c0e72f4b7b830ed1231	2	11035	377145587040234886851eb110a7b17488e77ec22f587c0e72f4b7b830ed1231
HPCLAS_TRAIN_N_003674	72b7a215e3b2bfcb7bbe7a14ea6314d368adfa71f7a44a8cf7a3f7c1cf5d9b8c	1	11036	72b7a215e3b2bfcb7bbe7a14ea6314d368adfa71f7a44a8cf7a3f7c1cf5d9b8c
HPCLAS_TRAIN_N_003675	14d1ae2d8515f3dd662e0573aa27210b42df828123d9f9be61bc1c825407d6e7	4	11037	14d1ae2d8515f3dd662e0573aa27210b42df828123d9f9be61bc1c825407d6e7
HPCLAS_TRAIN_N_003676	0b4756bf2228055e16fec046c3397478851dc2ce9d80892666b4f6cbc7259da5	3	11038	0b4756bf2228055e16fec046c3397478851dc2ce9d80892666b4f6cbc7259da5
HPCLAS_TRAIN_N_003677	9b47a03fb34da51572b431339b86f784b8df0d64403f6ed622065b8634e5afe1	2	11039	9b47a03fb34da51572b431339b86f784b8df0d64403f6ed622065b8634e5afe1
HPCLAS_TRAIN_N_003679	eaf83e2342958e203e10a5dd57b5c897ef6c5ea434028d23f93d64a5b0a1087d	4	11041	eaf83e2342958e203e10a5dd57b5c897ef6c5ea434028d23f93d64a5b0a1087d
HPCLAS_TRAIN_N_003680	65a6dee8acb5f80f6c8cf2565f43d022033fed5f1ea534f242354e8f612bc911	3	11042	65a6dee8acb5f80f6c8cf2565f43d022033fed5f1ea534f242354e8f612bc911
HPCLAS_TRAIN_N_003681	83430e654f3bacb549a523719daba12abaa6f5f5871b6f982215bc5aff08fc02	3	11043	83430e654f3bacb549a523719daba12abaa6f5f5871b6f982215bc5aff08fc02
