review_id	clean_id	current_label	original_id	source_file	recomputed_sequence_sha256	automated_semantic_level	automated_evidence_level	automated_label_rule	reviewer_semantic_level	reviewer_evidence_level	traceable_yes_no	incompatible_rule_yes_no	direct_protein_phenotype_yes_no	reviewer_notes
R135	HPCLAS_TRAIN_P_006590	1	UWM53389.1	train_P.fasta	0f4d2ffee83257e9aedefed970318ea0b706479ff35c028f99a48016c0ebad11	L1	E1	HPClas_train_P_inherited						
R136	HPCLAS_TRAIN_P_002538	1	ACB85932.1	train_P.fasta	e558cb9e681433556e0fd79955782c62e85763333e058f187be5e195f4905071	L1	E1	HPClas_train_P_inherited						
R137	HPCLAS_TRAIN_N_004071	0	EIJ43691.1	train_N.fasta	bb2c84568f93e1632d55cd3dd6980df8ead5f04906f8e6405a2051006738cdff	L1	E1	HPClas_train_N_inherited						
R138	HPCLAS_TRAIN_P_001164	1	OWZ82979.1	train_P.fasta	279daed3f9cdeace9757149dcc19b96990cd25de6602e54cc218c7391fceaedc	L1	E1	HPClas_train_P_inherited						
R139	HPCLAS_TRAIN_P_001481	1	EWH02190.1	train_P.fasta	f0a9f9687d8ee258f1aee6c3a75cac4e279b625ecf2c745e487d0f33d5a43fdb	L1	E1	HPClas_train_P_inherited						
R140	HPCLAS_TRAIN_N_002929	0	WP_066424343.1	train_N.fasta	955552d18b47805c78455e164dd321e3012343546ad17a9ac6b936a7bb8c5e88	L1	E1	HPClas_train_N_inherited						
R141	HPCLAS_TRAIN_N_001494	0	WP_283343871.1	train_N.fasta	7025c64276528553a5d5b67d3611e8b808740d3df631d4335004107545fa99c0	L1	E1	HPClas_train_N_inherited						
R142	HPCLAS_TRAIN_N_004783	0	RFP62662.1	train_N.fasta	81b2ef7be7764691020e14f29b1458f7c6c523b290bee2fa9242c489e6390cf9	L1	E1	HPClas_train_N_inherited						
R143	HPCLAS_TRAIN_P_001270	1	ELZ05967.1	train_P.fasta	6a4dc67fd52530c2180e2de812a1020c5664bef62488e4d395717b49e45db968	L1	E1	HPClas_train_P_inherited						
R144	HPCLAS_TRAIN_P_002321	1	PYZ91736.1	train_P.fasta	560b40f0b06b475bea33501b66cd2bb7d583c3fc74537bdf7a737cb3e6ad4a6e	L1	E1	HPClas_train_P_inherited						
R145	HPCLAS_TRAIN_N_004810	0	WP_026997711.1	train_N.fasta	a02e4830df511b5605e82643725e17ea78309b922b67dc80a6a00c76147aee12	L1	E1	HPClas_train_N_inherited						
R146	HPCLAS_TRAIN_P_000569	1	OWZ84667.1	train_P.fasta	c062b92bded24bcb7f19634d3aff78b78d150bbf26dfe5651554c2f299d9e77a	L1	E1	HPClas_train_P_inherited						
R147	HPCLAS_TRAIN_P_002420	1	ERH09089.1	train_P.fasta	75d32fb90f2dfafa629f173ff62cb03683e273eab0559168a818042481edd273	L1	E1	HPClas_train_P_inherited						
R148	HPCLAS_TRAIN_P_006903	1	RXI97853.1	train_P.fasta	744568147b1b99f076e591c872c7f614b8c9c36271fd8a97f0ca3e559ac70d6e	L1	E1	HPClas_train_P_inherited						
R149	HPCLAS_TRAIN_P_005006	1	WP_283400515.1	train_P.fasta	f9960fa095b25fae012a490361c682129907d4cc712d4a0be4654723b0b2f30c	L1	E1	HPClas_train_P_inherited						
R150	HPCLAS_TRAIN_P_004595	1	QHZ57617.1	train_P.fasta	82c1ac27d92498564e18eabe3f77b94b2bd52f6c5d7e3c05a5ed3682f978e171	L1	E1	HPClas_train_P_inherited						
R151	HPCLAS_TRAIN_N_001397	0	WP_075891770.1	train_N.fasta	015d0f93a5b4f164c610ac1b37459473b5cf0b610e6c7c07a1efe3e365e65300	L1	E1	HPClas_train_N_inherited						
R152	HPCLAS_TRAIN_N_000878	0	WP_075889013.1	train_N.fasta	f6283b85d9df6d007238b35bb50c6ae410cca16a74b02680ed8d86e82a4f2580	L1	E1	HPClas_train_N_inherited						
R153	HPCLAS_TRAIN_N_003630	0	WP_283372422.1	train_N.fasta	37e9bfdf6509b294aa48e44d6e55406bae97a94d10ae8525330d03566883b743	L1	E1	HPClas_train_N_inherited						
R154	HPCLAS_TRAIN_N_000458	0	QYO70703.1	train_N.fasta	ec5264f66972d634b3e98a83db7c33ea7fed332e2fee452bfc273136805d1260	L1	E1	HPClas_train_N_inherited						
R155	HPCLAS_TRAIN_N_003642	0	OQW94694.1	train_N.fasta	c7aaa9ef792ca93353417a55d7376a78827fd760ab62881643f8a93706821808	L1	E1	HPClas_train_N_inherited						
R156	HPCLAS_TRAIN_P_006282	1	EEF80211.1	train_P.fasta	4b49231aab363531ab176d105318a7c88fd9fd7a159db5cec49e643bedd532e6	L1	E1	HPClas_train_P_inherited						
R157	HPCLAS_TRAIN_N_000428	0	AEV38552.1	train_N.fasta	83c994ab3595e9e830689eb1ae5c50892052b6b0f67e719a00c805b34315d15c	L1	E1	HPClas_train_N_inherited						
R158	HPCLAS_TRAIN_P_005584	1	TSD09492.1	train_P.fasta	645f2d8b06552b08250b3fd1f2f3edeee3fc79ef26dfb6081d71049eb43a25d2	L1	E1	HPClas_train_P_inherited						
R159	HPCLAS_TRAIN_N_004585	0	WP_190587946.1	train_N.fasta	454126686cc0864f719974df50803ccdece02eba9595b53b41270f6efce3b113	L1	E1	HPClas_train_N_inherited						
R160	HPCLAS_TRAIN_N_001131	0	WP_144080043.1	train_N.fasta	bccc0e603be004ac5ef8cba3024c950505fb11e77a001e987d37d3182837d192	L1	E1	HPClas_train_N_inherited						
R161	HPCLAS_TRAIN_P_003188	1	ELY59505.1	train_P.fasta	f66639a69ecdf684f1008bf588637dac6bcbac9bcfc00392cfd7d36da17641c2	L1	E1	HPClas_train_P_inherited						
R162	HPCLAS_TRAIN_P_004963	1	QIR05726.1	train_P.fasta	a3cb21e001e32f9cf1b875534b2c01b4b48580fbaf44ebfc08a909a13211aba6	L1	E1	HPClas_train_P_inherited						
R163	HPCLAS_TRAIN_P_003066	1	TDL97003.1	train_P.fasta	d579dfc92d4249a9cf02a39e1aa54f772573ce837b5b7c4cca3836a04b148b50	L1	E1	HPClas_train_P_inherited						
R164	HPCLAS_TRAIN_P_000242	1	RMJ06168.1	train_P.fasta	1130c3d3fd61de9f6a54a30c17c140d862057d3760fd83e42792e43fecf6b7a5	L1	E1	HPClas_train_P_inherited						
R165	HPCLAS_TRAIN_P_005731	1	ABC43656.1	train_P.fasta	644d638f48f732ebe2b18bf83e79149951814cd488a31d8c67a39e3d50429e51	L1	E1	HPClas_train_P_inherited						
R166	HPCLAS_TRAIN_P_000512	1	WIF99182.1	train_P.fasta	a7710d730497b3f1e0e808e9bf70b6db720978fc1127e411dc2aa765b0bae616	L1	E1	HPClas_train_P_inherited						
R167	HPCLAS_TRAIN_N_004240	0	OCQ90772.1	train_N.fasta	5693d5e5b88a30b285ea289e0e543c113a1b3292f7c9e996ca367d1b0e2feb42	L1	E1	HPClas_train_N_inherited						
R168	HPCLAS_TRAIN_P_003453	1	PYZ94008.1	train_P.fasta	f7c5228cfeac6f35dfdb1ad0c1609497630c96e72316477ffa3d16da78addb79	L1	E1	HPClas_train_P_inherited						
R169	HPCLAS_TRAIN_P_004219	1	QCZ93663.1	train_P.fasta	b02926851af69946b99f703d600802df2cf26d1543c4d49ac7e35d41a1997539	L1	E1	HPClas_train_P_inherited						
R170	HPCLAS_TRAIN_P_004818	1	ELZ95700.1	train_P.fasta	a8d84311e5ad6bc56849062348ad3801631461787312a8d77d4b4451137b43c4	L1	E1	HPClas_train_P_inherited						
R171	HPCLAS_TRAIN_P_005161	1	ACB84662.1	train_P.fasta	3b400e715fa648597c52bdb18d240b78eedac344af4d8377060468db8d3f34a6	L1	E1	HPClas_train_P_inherited						
R172	HPCLAS_TRAIN_P_006963	1	RNF39680.1	train_P.fasta	d16a9cc0e9132795a0485c181914374af1b0ee933f3ab58e76c488e79a283afe	L1	E1	HPClas_train_P_inherited						
R173	HPCLAS_TRAIN_P_001340	1	QSG08971.1	train_P.fasta	f8a3375e5e74b6cf7e6b3cbde11b0bec3ab7539e8f936713e2fbbbcc6d0209a5	L1	E1	HPClas_train_P_inherited						
R174	HPCLAS_TRAIN_N_001365	0	PAC32690.1	train_N.fasta	a1276f20292f806a148d61fd1dc4c0781307f71365dbc4b686d8c19af4453b5c	L1	E1	HPClas_train_N_inherited						
R175	HPCLAS_TRAIN_N_001684	0	WP_145997789.1	train_N.fasta	16d9de63df18f6ebf84542ae59e899dec83306003cf903c07d9f8a2f377fa2d8	L1	E1	HPClas_train_N_inherited						
R176	HPCLAS_TRAIN_N_000937	0	AKG21504.1	train_N.fasta	3f11c17d1485b5902863e0221f811b6f567299d51ee1c96d3effa83e2617110e	L1	E1	HPClas_train_N_inherited						
R177	HPCLAS_TRAIN_N_001880	0	EDN70773.1	train_N.fasta	bef06ae5c336a7f88d032eface385d10cd270eb47b1c7d9b5ef69870a22611f5	L1	E1	HPClas_train_N_inherited						
R178	HPCLAS_TRAIN_P_006374	1	AVR00290.1	train_P.fasta	19f896bb03d941c1136fd48df1499222e6bdf2876f41402f4a923483e87a97b7	L1	E1	HPClas_train_P_inherited						
R179	HPCLAS_TRAIN_N_000867	0	WP_095161875.1	train_N.fasta	cbd1b66dbafef7576001e1234542c292a11d89b6b8cd7c52086700c1c0a31e67	L1	E1	HPClas_train_N_inherited						
R180	HPCLAS_TRAIN_P_003900	1	QCP92085.1	train_P.fasta	8c3a98d8287e7ca8a32936802dc49d44defb4fec5ebc4611c298b32f28dc7662	L1	E1	HPClas_train_P_inherited						
R181	HPCLAS_TRAIN_P_004095	1	TCG11292.1	train_P.fasta	45cdb722c2d6e54030d4f5cfe57ea3b41bd15641f1fe962df40ff236a5dd84af	L1	E1	HPClas_train_P_inherited						
R182	HPCLAS_TRAIN_N_000969	0	EIJ42791.1	train_N.fasta	af7d7c319e22bd44841e00698f27fe2b823a05e84c02efb4c8cc126d989b3b23	L1	E1	HPClas_train_N_inherited						
R183	HPCLAS_TRAIN_P_004807	1	CCG47063.1	train_P.fasta	dbd98332c3d8742c941d5c32af7ab0227d20f1e7c2a79f5124495ca3fc02bb6a	L1	E1	HPClas_train_P_inherited						
R184	HPCLAS_TRAIN_N_000237	0	AEV34978.1	train_N.fasta	4f91f90c9f7b670d0c2ddc85babb2a65f200d492d851dcbd3e83c6a97cf1ffbf	L1	E1	HPClas_train_N_inherited						
R185	HPCLAS_TRAIN_P_004012	1	QDZ38874.1	train_P.fasta	3ba58a8f9a40d0898ba14a985a4775e7a5fbb4348a514606f63dce6015450ff2	L1	E1	HPClas_train_P_inherited						
R186	HPCLAS_TRAIN_P_000196	1	ABE59912.1	train_P.fasta	e9847203cedc14565f79be877da141bcc735a3ea7630cbf911bde999d678fab9	L1	E1	HPClas_train_P_inherited						
R187	HPCLAS_TRAIN_N_002257	0	EDN65529.1	train_N.fasta	227874d3a85757bcdeecaebd80d7d72da0d634bd0222131ba39b6807607a46ef	L1	E1	HPClas_train_N_inherited						
R188	HPCLAS_TRAIN_N_001808	0	WP_141234788.1	train_N.fasta	6c9e62d05fe44af8663f1fc5c81f971b9fc75edfeadf1745b735da9f830eb543	L1	E1	HPClas_train_N_inherited						
R189	HPCLAS_TRAIN_N_001962	0	OQY46105.1	train_N.fasta	8b2d1d2f77bf6d2c1b02f33e00a9b2e5750befc020af51918a6b81479cdc1e94	L1	E1	HPClas_train_N_inherited						
R190	HPCLAS_TRAIN_N_002991	0	PAC30991.1	train_N.fasta	84056f12e4ee7a0ef6b5571b08ccf7a7c51a8e1e4db4bba73f16a3634d810d2f	L1	E1	HPClas_train_N_inherited						
R191	HPCLAS_TRAIN_N_001545	0	VTS11831.1	train_N.fasta	ea13e6ab97dd03590fc9aa2490b68c5719775564386c91b7689f3d76ece5c319	L1	E1	HPClas_train_N_inherited						
R192	HPCLAS_TRAIN_P_000112	1	ELY94333.1	train_P.fasta	39b52e744ee93b874ee1e3e39c6171032b8dc1915336b3f38c942149c5873718	L1	E1	HPClas_train_P_inherited						
R193	HPCLAS_TRAIN_N_004560	0	ALG69063.1	train_N.fasta	5bb3dd363093f056ccd265b64be728c4bc69099d634e5bdde3ed01708b944f6c	L1	E1	HPClas_train_N_inherited						
R194	HPCLAS_TRAIN_P_001728	1	EHA16228.1	train_P.fasta	e22fc6fc18ebf6c44f68f7aeef56f143f8cd45997a0a3ba2620577851a496e4f	L1	E1	HPClas_train_P_inherited						
R195	HPCLAS_TRAIN_N_000602	0	WP_075894416.1	train_N.fasta	f40aacee16d4f1fdeb84bb3d57732199a8254ab96e23b4174cfbe0da63a53c95	L1	E1	HPClas_train_N_inherited						
R196	HPCLAS_TRAIN_P_007219	1	RNF40802.1	train_P.fasta	d56d79582e39b5e217b36a9ec94164d0ebf51a198516a633b12f8bef96f3ae40	L1	E1	HPClas_train_P_inherited						
R197	HPCLAS_TRAIN_P_007351	1	WP_210656552.1	train_P.fasta	254772f499f4ebaa427d02e96b1af3b388c9e757bf5a3bf1fee7246cfcb27efa	L1	E1	HPClas_train_P_inherited						
R198	HPCLAS_TRAIN_N_002635	0	WP_052354086.1	train_N.fasta	fcca2b87fc63778507d383697133c042ad4260c7d78dd57357996e8008b466fb	L1	E1	HPClas_train_N_inherited						
R199	HPCLAS_TRAIN_N_002332	0	PAC27199.1	train_N.fasta	c33d9076f4011152d821dc38ebd416d168cf3ad09a24e2e69b5c2e050414ed3c	L1	E1	HPClas_train_N_inherited						
R200	HPCLAS_TRAIN_N_001925	0	WP_066425992.1	train_N.fasta	a3d7a55903b47c0b5ee9f9a918bcaf8ceaa87f08c3b02f2a162e574460cd3f66	L1	E1	HPClas_train_N_inherited						
