clean_id	original_id	current_label	source_file	homology_group	v2_role	recorded_sequence_hash	recomputed_sequence_sha256	recorded_hash_matches	exact_in_raw_train_P	exact_in_raw_train_N	registry_label_matches	lineage_bridge_matches	source_file_class_matches	original_id_found_in_expected_raw_fasta	traceable	semantic_level	evidence_level	label_rule	direct_protein_phenotype_supported	claim_boundary
HPCLAS_TRAIN_N_000583	WP_075888967.1	0	train_N.fasta	HPCLAS_TRAIN_N_000583	development	8d2884bba4e41855dc64a0b68c612f94bb6ce58b11d0fc197fdf8c7310d1648a	8d2884bba4e41855dc64a0b68c612f94bb6ce58b11d0fc197fdf8c7310d1648a	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000585	QWK89154.1	0	train_N.fasta	HPCLAS_TRAIN_N_000585	development	a5f8b936c6e00c7375c0d7c0b07ba092dc42fb1678b8994e1c7b311aa22bd297	a5f8b936c6e00c7375c0d7c0b07ba092dc42fb1678b8994e1c7b311aa22bd297	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000586	WP_015215193.1	0	train_N.fasta	HPCLAS_TRAIN_N_000586	development	3f148c589f000bd94a40fd5cbe97541e4891b225ee1b79e884dde405661d152d	3f148c589f000bd94a40fd5cbe97541e4891b225ee1b79e884dde405661d152d	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000587	WP_103921847.1	0	train_N.fasta	HPCLAS_TRAIN_N_000587	development	36dec83892fc31631dd3c23c5912c4b696fdb844f86d844214d2abab3b31d4f7	36dec83892fc31631dd3c23c5912c4b696fdb844f86d844214d2abab3b31d4f7	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000591	WP_190557329.1	0	train_N.fasta	HPCLAS_TRAIN_N_000591	development	6558ed29a18f769fa28313cab1238f19c20a72ac48f41140517ce18566579a6f	6558ed29a18f769fa28313cab1238f19c20a72ac48f41140517ce18566579a6f	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000592	PAC31698.1	0	train_N.fasta	HPCLAS_TRAIN_N_000592	development	8e84d3b034e02ebc273a8f21b18a88150f6e0f05078e87f4e7f68e3aa5daf78d	8e84d3b034e02ebc273a8f21b18a88150f6e0f05078e87f4e7f68e3aa5daf78d	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000593	OQY56101.1	0	train_N.fasta	HPCLAS_TRAIN_N_000593	development	19941016b5b633fc34ab6bcaf9a551808be02e7785ad8d163895f62ca75301a5	19941016b5b633fc34ab6bcaf9a551808be02e7785ad8d163895f62ca75301a5	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000594	ALG69274.2	0	train_N.fasta	HPCLAS_TRAIN_N_000594	development	41b3c6b93511c0d39613ee436eb001709da573059488757c593b95e5093eb8b8	41b3c6b93511c0d39613ee436eb001709da573059488757c593b95e5093eb8b8	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000595	WP_169719929.1	0	train_N.fasta	HPCLAS_TRAIN_N_000595	development	a49871b06811de1492d22f04d60a060ce512f4d4af15913771c9c8b84e6a527a	a49871b06811de1492d22f04d60a060ce512f4d4af15913771c9c8b84e6a527a	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000596	WP_190712522.1	0	train_N.fasta	HPCLAS_TRAIN_N_000596	development	cb5701872f7295f7c7899a74ddfdcee482bf4287f866a46db056998e42b2687d	cb5701872f7295f7c7899a74ddfdcee482bf4287f866a46db056998e42b2687d	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000598	EDN65324.1	0	train_N.fasta	HPCLAS_TRAIN_N_000598	development	f141d65f60d23932b608ef91f543dd76f5f8420354170476112dd98a1fba24ec	f141d65f60d23932b608ef91f543dd76f5f8420354170476112dd98a1fba24ec	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000599	WP_206759000.1	0	train_N.fasta	HPCLAS_TRAIN_N_000599	development	56b531bbc4d37c794bbf84e6fbeefc92e63949341fb700cc96e73d98c95cfefe	56b531bbc4d37c794bbf84e6fbeefc92e63949341fb700cc96e73d98c95cfefe	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000600	AEV36372.1	0	train_N.fasta	HPCLAS_TRAIN_N_000600	development	0bfa97497e9b8e0581e2f6eb6db8a094944854b72029f05ffcae622c57a3b497	0bfa97497e9b8e0581e2f6eb6db8a094944854b72029f05ffcae622c57a3b497	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000601	AFZ60841.1	0	train_N.fasta	HPCLAS_TRAIN_N_000601	development	fe52da5d9a8268880bc1ecc8752569841af99b98bab6af6289fb9392ba17e928	fe52da5d9a8268880bc1ecc8752569841af99b98bab6af6289fb9392ba17e928	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000602	WP_075894416.1	0	train_N.fasta	HPCLAS_TRAIN_N_000602	development	f40aacee16d4f1fdeb84bb3d57732199a8254ab96e23b4174cfbe0da63a53c95	f40aacee16d4f1fdeb84bb3d57732199a8254ab96e23b4174cfbe0da63a53c95	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000603	WP_190527715.1	0	train_N.fasta	HPCLAS_TRAIN_N_000603	development	3e6a2cbc3d42ead6e90b52696fed7e14dae50dfda4c29610200699bddba27f25	3e6a2cbc3d42ead6e90b52696fed7e14dae50dfda4c29610200699bddba27f25	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000604	AAA93154.1	0	train_N.fasta	HPCLAS_TRAIN_N_000604	development	7f403e0be809279350af3e98697c158189e4b1e4ada29b42c558a77f9389ffb0	7f403e0be809279350af3e98697c158189e4b1e4ada29b42c558a77f9389ffb0	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000605	EDN67736.1	0	train_N.fasta	HPCLAS_TRAIN_N_000605	development	eed426b820dea3f20fefa9a200b924fef01342e95a4a9db1838b55e360a797ca	eed426b820dea3f20fefa9a200b924fef01342e95a4a9db1838b55e360a797ca	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000606	WP_190711186.1	0	train_N.fasta	HPCLAS_TRAIN_N_000606	development	393c72ef9996be2e391a64b1f719df81aa764dcf33ad6e154dfd90ea311305cb	393c72ef9996be2e391a64b1f719df81aa764dcf33ad6e154dfd90ea311305cb	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000607	WP_050978411.1	0	train_N.fasta	HPCLAS_TRAIN_N_000607	development	0e13499d6c062c7b0b594dc9c321f1495eb570efa2db1feb0b689c3778d5c091	0e13499d6c062c7b0b594dc9c321f1495eb570efa2db1feb0b689c3778d5c091	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000608	WP_283369765.1	0	train_N.fasta	HPCLAS_TRAIN_N_000608	development	22cdc26b644927a213485775902299e27ee106d06fef942dfd418de8e5ac996d	22cdc26b644927a213485775902299e27ee106d06fef942dfd418de8e5ac996d	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000609	EDN67560.1	0	train_N.fasta	HPCLAS_TRAIN_N_000609	development	0933aa7e30aab022b38511cf6c8911d13f13631715bffa611ddca0ea9f85a21b	0933aa7e30aab022b38511cf6c8911d13f13631715bffa611ddca0ea9f85a21b	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000610	AEV38524.1	0	train_N.fasta	HPCLAS_TRAIN_N_000610	development	aeac0b2c7318fe4e1a9cb716ab7f44498bfd7bf3eb452162637aa73795002128	aeac0b2c7318fe4e1a9cb716ab7f44498bfd7bf3eb452162637aa73795002128	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000611	OQY55170.1	0	train_N.fasta	HPCLAS_TRAIN_P_005255	development	e67cb1247ec4b392910d5dbe4d3c07509a6c6256b94b46540f505b15870d1f1b	e67cb1247ec4b392910d5dbe4d3c07509a6c6256b94b46540f505b15870d1f1b	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000612	QFZ13810.1	0	train_N.fasta	HPCLAS_TRAIN_N_000612	development	6471f4eac22984142f18877cdebd39221ce962b6dd9b1d5ef424e69ba2f8f632	6471f4eac22984142f18877cdebd39221ce962b6dd9b1d5ef424e69ba2f8f632	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000613	WP_044173709.1	0	train_N.fasta	HPCLAS_TRAIN_N_000613	development	25f28786f3961662495a760dbb659ac810af167529b57f36226a61c912ba60e0	25f28786f3961662495a760dbb659ac810af167529b57f36226a61c912ba60e0	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000614	WP_026993950.1	0	train_N.fasta	HPCLAS_TRAIN_N_000614	development	a68456751568d321ca2b2415d5d964bcc20b92f83cfa1e700d118b31219db65f	a68456751568d321ca2b2415d5d964bcc20b92f83cfa1e700d118b31219db65f	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000615	WP_026995515.1	0	train_N.fasta	HPCLAS_TRAIN_N_000615	development	5feffe79d1f34b2b9f73ae5c250cea91695180b89b1774540748148cdc39de3a	5feffe79d1f34b2b9f73ae5c250cea91695180b89b1774540748148cdc39de3a	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000616	OQY54368.1	0	train_N.fasta	HPCLAS_TRAIN_N_000616	development	fe8de81353f0acf02769723ed1058e11915253a5b6eb96779efa690ec7c16313	fe8de81353f0acf02769723ed1058e11915253a5b6eb96779efa690ec7c16313	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000617	WP_242030736.1	0	train_N.fasta	HPCLAS_TRAIN_N_000617	development	e6794fdb984b63b03eba0906a1519dcc3dde894d9ff499b18e73b4802ccf36d4	e6794fdb984b63b03eba0906a1519dcc3dde894d9ff499b18e73b4802ccf36d4	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000618	EDN70913.1	0	train_N.fasta	HPCLAS_TRAIN_N_000618	development	bb138a6a6ce607f66a0cbdb167192de5477f4334496d405a6d27e5ff8d6e4dfb	bb138a6a6ce607f66a0cbdb167192de5477f4334496d405a6d27e5ff8d6e4dfb	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000619	WP_219955667.1	0	train_N.fasta	HPCLAS_TRAIN_N_000619	development	d2f0c3abde7527a452e4c822a907bb78298e349334255df6a4ba571a624f7437	d2f0c3abde7527a452e4c822a907bb78298e349334255df6a4ba571a624f7437	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000620	OQW95533.1	0	train_N.fasta	HPCLAS_TRAIN_N_000620	development	3549c1e1b56c4abc069a4333635d2e7e387a7d31ab1be0d504ecacc10e030345	3549c1e1b56c4abc069a4333635d2e7e387a7d31ab1be0d504ecacc10e030345	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000621	AEV35730.1	0	train_N.fasta	HPCLAS_TRAIN_N_000621	development	c495feea89c632a0d91bbfd8302a0273711f43724d1468dfe8b9c515dd6400fb	c495feea89c632a0d91bbfd8302a0273711f43724d1468dfe8b9c515dd6400fb	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000623	PAC32082.1	0	train_N.fasta	HPCLAS_TRAIN_N_000623	development	1a9f3e5d93bee9135ff9f4d4667324c05242f91ba901f91d9c0c01fb83c03c11	1a9f3e5d93bee9135ff9f4d4667324c05242f91ba901f91d9c0c01fb83c03c11	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000624	QYO71135.1	0	train_N.fasta	HPCLAS_TRAIN_N_000624	development	a38d59b2ddaafbeebbff667f7dbc07d622a56fff6b94762a2c3d54e1ac0971d3	a38d59b2ddaafbeebbff667f7dbc07d622a56fff6b94762a2c3d54e1ac0971d3	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000625	PAC30080.1	0	train_N.fasta	HPCLAS_TRAIN_N_000625	development	06c0c5d2d9ded0253468b935f797d2cd6efaf67019f636474decc885342c9351	06c0c5d2d9ded0253468b935f797d2cd6efaf67019f636474decc885342c9351	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000626	OBQ34031.1	0	train_N.fasta	HPCLAS_TRAIN_N_000626	development	4e2301146dd430220f9633df3edcbd23c60f687780234b886f5cb9a0717e8683	4e2301146dd430220f9633df3edcbd23c60f687780234b886f5cb9a0717e8683	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000627	PAC28238.1	0	train_N.fasta	HPCLAS_TRAIN_N_000627	development	e5482cca27846d0f96657b932335d10cf52a8a1bda8750a6816e211ff4771c23	e5482cca27846d0f96657b932335d10cf52a8a1bda8750a6816e211ff4771c23	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000628	PAC32402.1	0	train_N.fasta	HPCLAS_TRAIN_N_000628	development	5a945742f2d8165eadbe8725d90a0da8808d9702c219f338a146c4a02ea76fce	5a945742f2d8165eadbe8725d90a0da8808d9702c219f338a146c4a02ea76fce	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000630	AEV36509.1	0	train_N.fasta	HPCLAS_TRAIN_N_000630	development	d1ce90905107af81a6730bb3bb59e143bc20dd972a9f7cacfe6c8e8e6985d1bd	d1ce90905107af81a6730bb3bb59e143bc20dd972a9f7cacfe6c8e8e6985d1bd	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000631	WP_044173201.1	0	train_N.fasta	HPCLAS_TRAIN_N_000631	development	cd00f9733cf1837da664449a004e9b6263f625ad217cb89c449f1eb53f09a12c	cd00f9733cf1837da664449a004e9b6263f625ad217cb89c449f1eb53f09a12c	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000632	PAC27502.1	0	train_N.fasta	HPCLAS_TRAIN_N_000632	development	e0457ca9bf6af099908369769f06fbfb75195fd315f16e35cc41656b8e66fe3e	e0457ca9bf6af099908369769f06fbfb75195fd315f16e35cc41656b8e66fe3e	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000633	QWK92297.1	0	train_N.fasta	HPCLAS_TRAIN_N_000633	development	eb98c3bef122806d3b5b07762874acf62008d42ae6668bba028d199e6178771b	eb98c3bef122806d3b5b07762874acf62008d42ae6668bba028d199e6178771b	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000634	OQY47207.1	0	train_N.fasta	HPCLAS_TRAIN_N_000634	development	2d82a253d1dbc7d7039d97728529938e291e4fee3195a86e93b8647a9ab002f5	2d82a253d1dbc7d7039d97728529938e291e4fee3195a86e93b8647a9ab002f5	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000635	WP_271761905.1	0	train_N.fasta	HPCLAS_TRAIN_N_000635	development	ec1ba6a4427bd7b6d6555c88b85280042a593b563a473f8b17c648e363cad344	ec1ba6a4427bd7b6d6555c88b85280042a593b563a473f8b17c648e363cad344	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000636	OQY55022.1	0	train_N.fasta	HPCLAS_TRAIN_N_000636	development	0ceb5d428dc7f58ce28f5a170f047144e5fb202019098122d30299dd42b5cc44	0ceb5d428dc7f58ce28f5a170f047144e5fb202019098122d30299dd42b5cc44	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000638	WP_044170396.1	0	train_N.fasta	HPCLAS_TRAIN_N_000638	development	ee88cd443ac7c33b852e8131c2a409357a28661188b3291643759b0bd668fa45	ee88cd443ac7c33b852e8131c2a409357a28661188b3291643759b0bd668fa45	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000642	QYO70002.1	0	train_N.fasta	HPCLAS_TRAIN_N_000642	development	d09a8988f273a62303bd4ab843e5efdbb87d218efa7b2b119efc54d24b549047	d09a8988f273a62303bd4ab843e5efdbb87d218efa7b2b119efc54d24b549047	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000644	OQY52303.1	0	train_N.fasta	HPCLAS_TRAIN_N_000644	development	dbc50712ec301cca07aad57eadc8d894520b9bfa2ac2722efeec153a7b7007f8	dbc50712ec301cca07aad57eadc8d894520b9bfa2ac2722efeec153a7b7007f8	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000645	WP_190476542.1	0	train_N.fasta	HPCLAS_TRAIN_N_000645	development	6fc0e1976aaf1c14ee94ed1326b67eedf3163b0e75c462a56312c48063c583e9	6fc0e1976aaf1c14ee94ed1326b67eedf3163b0e75c462a56312c48063c583e9	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000647	EDN67064.1	0	train_N.fasta	HPCLAS_TRAIN_N_000647	development	4400c20acdc129ebdf8b4ca05a9bd9296d5658d5d7e85c794c91f8eba75269e9	4400c20acdc129ebdf8b4ca05a9bd9296d5658d5d7e85c794c91f8eba75269e9	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000648	AEV37813.1	0	train_N.fasta	HPCLAS_TRAIN_N_000648	development	3f1fb3a8acb285b7efa652941ce28f5d22e697a0332df4094aeec8da18224100	3f1fb3a8acb285b7efa652941ce28f5d22e697a0332df4094aeec8da18224100	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000649	ALG66508.1	0	train_N.fasta	HPCLAS_TRAIN_N_000649	development	3359047e92c5936187bb8252dd902a3e403147550bd39d14744e4b7d31cf8a46	3359047e92c5936187bb8252dd902a3e403147550bd39d14744e4b7d31cf8a46	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000650	OQW93123.1	0	train_N.fasta	HPCLAS_TRAIN_N_000650	development	2669f80cf3b30ce5480d6fc3981a37f852e8f0c4555b9f757fe37c6640b274a2	2669f80cf3b30ce5480d6fc3981a37f852e8f0c4555b9f757fe37c6640b274a2	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000651	PAC31214.1	0	train_N.fasta	HPCLAS_TRAIN_N_000651	development	b2955976ebb598f97361d89b98584f2261c22b3a52c7459aba4f382142d4ff77	b2955976ebb598f97361d89b98584f2261c22b3a52c7459aba4f382142d4ff77	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000652	WP_283374064.1	0	train_N.fasta	HPCLAS_TRAIN_N_000652	development	4aaa6f6a5909d9940c3c7b4e0b2a468d5f0d8048c7c95a1bb6b2d175671ae5f2	4aaa6f6a5909d9940c3c7b4e0b2a468d5f0d8048c7c95a1bb6b2d175671ae5f2	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000653	WP_271763358.1	0	train_N.fasta	HPCLAS_TRAIN_N_000653	development	8ab51d452818cbfb332b08af53a1b72dbad28e8f923c7b9fb53a2e2682112c37	8ab51d452818cbfb332b08af53a1b72dbad28e8f923c7b9fb53a2e2682112c37	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000654	PAC31708.1	0	train_N.fasta	HPCLAS_TRAIN_N_000654	development	0d5b249a1b0b69da955545328c0edee6f942aa16d1a429dbc7837cc5ed5201b8	0d5b249a1b0b69da955545328c0edee6f942aa16d1a429dbc7837cc5ed5201b8	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000655	WP_190474131.1	0	train_N.fasta	HPCLAS_TRAIN_N_000655	development	697a3f106defb5120c73c57b60abfcd40c54716f2b953834e08e7c807845fcec	697a3f106defb5120c73c57b60abfcd40c54716f2b953834e08e7c807845fcec	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000656	QYO70696.1	0	train_N.fasta	HPCLAS_TRAIN_N_000656	development	78835cfa3e9af316cca41b602e9906d0618c5820991bfacc72c7ac024447cf31	78835cfa3e9af316cca41b602e9906d0618c5820991bfacc72c7ac024447cf31	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000657	OQW93388.1	0	train_N.fasta	HPCLAS_TRAIN_N_000657	development	d1e4454b987ecfe6926ead3768d42513684cbec852d58138293091920f4ba759	d1e4454b987ecfe6926ead3768d42513684cbec852d58138293091920f4ba759	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000658	EDN68220.1	0	train_N.fasta	HPCLAS_TRAIN_N_000658	development	ef7d6779205cf86a494b984f851cd8c6365d99b5e5319f67187a6a330d2e2226	ef7d6779205cf86a494b984f851cd8c6365d99b5e5319f67187a6a330d2e2226	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000660	sp|P0A3C7|FER1_NOSS1	0	train_N.fasta	HPCLAS_TRAIN_P_004322	development	17171cb64435862523a295a3e7ffe03677fd7d78e06b7ead9e1e52982c2ae96f	17171cb64435862523a295a3e7ffe03677fd7d78e06b7ead9e1e52982c2ae96f	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000661	WP_145245594.1	0	train_N.fasta	HPCLAS_TRAIN_N_000661	development	7f3b234b346f1b624dba9ef02ed8434f6bb7735828b21673f39d02523ebf3cf7	7f3b234b346f1b624dba9ef02ed8434f6bb7735828b21673f39d02523ebf3cf7	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000662	WP_190907667.1	0	train_N.fasta	HPCLAS_TRAIN_N_000662	development	5ecf487fbac6f6262424c6dd7af47b4b8cada431b1e34363b447e71a1fbe391b	5ecf487fbac6f6262424c6dd7af47b4b8cada431b1e34363b447e71a1fbe391b	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000663	WP_190476175.1	0	train_N.fasta	HPCLAS_TRAIN_N_000663	development	a818d08c9a38fc2800bda30e49b6dacefbbaf76cfecde51356e691d302120cb9	a818d08c9a38fc2800bda30e49b6dacefbbaf76cfecde51356e691d302120cb9	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000664	QYO71152.1	0	train_N.fasta	HPCLAS_TRAIN_P_006891	development	448f6d8f1b5b5e216c098f36e850d409cd707de386a04e52321b7bbb14491632	448f6d8f1b5b5e216c098f36e850d409cd707de386a04e52321b7bbb14491632	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
